,review,cluster
"('4',)","Review Text 408: There was no indication on the apps download page that I was supposed to start using this app if I was having a depressive episode. I just got out of a depressive episode when I started using the app. So of course it said I didn't have depression even though I have.been throughly diagnosed by prpfessionals.  I downloaded it because my friend liked it, however, just because I started using the app after an episode it became useless. There should be more information on the google page about when to start using the app, what the app is for, and how to best use the app.",4
"('0',)","Review Text 425: I am having a ""no internet"" error even though my phone is connected to the wifi and I am able to access and use other apps. I cannot log my current mood because of this nor can I access any of my old data. I have the latest version so there is nothing for me to update. Wondering if someone can give me any insight into the basis of this problem and how to solve it. Thanks",0
"('0',)",Review Text 465: Is it necessary to continually ask me what the cause of my current mood is... Maybe it's the depression you clowns!,0
"('5',)","Review Text 483: I spent the time and effort on this app and then it just tells me I'm not depressed (I have a pro diagnosis and I'm currently in a downswing, so I'm pretty sure that I am) it promises to help and then just says ""maybe go see a therapist"" as if I hadn't already thought of that. Thanks for wasting my time and my phone space, uninstalling.",5
"('5',)",Review Text 484: It stopped working for me. Every time I open it the aop tells me I don't  have an internet connection. I was truly enjoying it until this point.,5
"('0',)","Review Text 498: I'm I the only one that read the terms? IP address, cookies, Google analytics and more..is stores by the developer and used to analyze for I don't know. Developer will probably tell something like yeah it is nesesery for making a bedder app. But you don't need all that information for that.",0
"('0',)","Review Text 500: The app keeps resetting itself. It does not send the notifications that I  have selected for it to. It loses my information, decides that I've missed  parts of the day that haven't happened yet (ex. It is the morning, it says  I missed questions for the afternoon and evening of the same day). I really  want to use and love this app, but there are too many bugs.",0
"('5',)",Review Text 545: It was a complete waste of time I'm going through alot right now and all that app did was remind me of it it did not help me go through it it was just a constant reminder of all of my pain,5
"('3',)",Review Text 548: Started out great but now the app keeps saying I have no internet connection. Which isn't true. I'm almost about to uninstall. Can someone help me with this bug?,3
"('2',)","Review Text 554: So annoying!! It was okay for the first 3 hours then it keeps saying that there's no Internet connection. I've tried it with WiFi, reset WiFi etc, reset my phone and then used my data and still doesn't work!!",2
"('2',)","Review Text 555: I won't give me the first set of questions after I press ""I'm ready"". I've  uninstalled and reinstalled many times but it still doesn't work so as of  right now this app is unusable.",2
"('5',)","Review Text 560: 15 days of my life I can't get back...literally told me nothing that I didn't already know, waste of time and energy",5
"('2',)","Review Text 563: It won't work. After it asks do you want your first block of questions and I say let's do it, it doesn't work! Fix it now!",2
"('0',)","Review Text 565: Literally crashed right at the start ..?? It told me to answer some questions, but then took a while and told me I'd done them? Doesn't work, sorry",0
"('0',)","Review Text 571: ""Cookies enable the recognition of a users browser. That allows Moodpath to offer services matching the users preferences. Moodpath transfers the cookies to the hard disk of yourcomputer via your web browser and can retrieve information with every visit to the website""",0
"('3',)",Review Text 599: I can answer just once a day i don't understand why please help me ?,3
"('0',)","Review Text 617: Interesting app but it gets stuck on the message screen. When I close it, it does not save my progress.",0
"('0',)","Review Text 646: App wouldn't let me get to the first round if questions, it just stalls after I agree to the privacy.",0
"('0',)","Review Text 929: Great concept but it doesn't work. The app would only let me answer one, MAYBE two batches of questions per day, continued questioning me beyond 14 days, then abruptly stopped and wouldn't give me the promised summary. I totally wasted 2+ weeks on this, only to be let down in the end.",0
"('0',)","Review Text 969: How is this garbage app rated so highly? If you aren't chained to your device, you get locked out of a set of questions after something like half an hour after the notification, and you can't answer early. I'm in the middle of a pretty severe depressive episode and downloaded this app to help me keep track of what I'm going through, but had to redo the first 14 days probably 4 times. And THEN this stupid app told me I'm fine, presumably because depression causes me to binge eat, not lose my appetite, and I'm not suicidal. Newsflash: depression does not always equal suicidal ideation, and downplaying non-suicidal depression is hugely harmful.  In short, this app is not only unhelpful but also ridiculously frustrating. Not recommended.",0
"('0',)",Review Text 984: Cannot seem to access doctors letter or overview even after 28 days,0
"('0',)",Review Text 1018: Won't let me answer questions! No reminders are coming in and wake up time doesn't have an AM/PM choice.,0
"('5',)","Review Text 1058: DON'T TRUST THE RESULT OF THIS APP!!! If you think you may be depressed, seek help. I have been diagnosed with major depressive disorder and downloaded this app to see if it might give some insights to share with my therapist. After the first two week period the app said there was no depression indicated, which I thought was weird. Then the details said I had expressed ""no sleep disturbances"" even though I had answered ""yes"" every time it asked if I had slept badly the night before. I decided to give it another try, and set it to go another two weeks. Same thing. My moods were consistently lower than last time, and my sleep was marked as bad every time it asked. The idea of this app is great, but it is not even remotely well executed.",5
"('0',)",Review Text 1059: App let me answer questions one time...wouldn't let me answer three times a day like it said and even after a full day had passed the next day's responses were also locked. Basically just unusable.,0
"('0',)","Review Text 1061: First day was fine but on days 2 and 3, the app appears to have answered the questions for me and chosen ""hardly distressed"" for my mood without any of my input! Uninstalling.",0
"('0',)",Review Text 1083: It says to go ahead and answer the questions that it has for you. I tried to answer the question and then it says something about dragging the dumbbell weight to where it needs to go over the backpack. But on my phone it just freezes. I am deleting the app because there was a lot of fine print that didn't really make sense and I wasn't sure if I'm going to be charged for services. It sounded like a grid app and I'm sad that it didn't work to try it. There is just no way for me to complete what it asked me to do.,0
"('0',)","Review Text 1084: Very inaccurate.  I am currently being treated by professionals and the results of their assessments (i.e. PHQ-9) are very different.  Perhaps something is wrong with the app because my results were that I'm in normal range, when the majority of the questions I answered I had to select the weights.",0
"('0',)","Review Text 1087: SOOOO much potential, but the data entry interface is literally THE most broken, counter-intuitive, game-breaking design I have EVER encountered. Such a shameful waste of opportunity. Booooh!!!",0
"('0',)",Review Text 1088: Good idea poorly executes. I get reminders to answer questions but never get asked any...  then the period is marked with a cross. UX fail,0
"('0',)","Review Text 1089: After two weeks of questions, Moodpath told me I don't show signs of depression. Its system, however, is fundamentally flawed. Let's start with:  1. It assumes that you have, for most of your life, been within the ""normal"" mood and self-esteem ranges. I have had depression my entire life, so questions like ""Do you feel less confident than usual"" were always answered with a ""no"" because I always lack confidence.  2. It assumes everyone's baseline mood is the same. My ""moderate"" mood is what your app would consider the ""worst"" mood, so I had a fair amount of difficulty defining my moods.  I think this app could benefit from a sort of pre-screening survey taken when you open it for the first time so it can tailor itself to your individual circumstances and needs.",0
"('0',)",Review Text 1101: I like the idea of this app and really wanted to use it but it is wayyy to buggy.  Alerts seemed infrequent (but maybe I just didn't notice them?) But when I did click on an alert that new questions were available 9 times out of 10 it wouldn't load the questions and there seemed to be no way to get them to appear.  When I first started the app it kept on reasking me the same first question and acting as if I was just setting up an account.  Last straw is it now keeps on showing an error saying I have no internet access which I assure you I do. Not worth the hassle.,0
"('3',)","Review Text 1104: This is a dangerous app for some people. I tried it mostly to check up on myself. I've been diagnosed with depression a number of times and know I'm depressed, yet this app is telling me I'm totally fine and healthy and normal. I know better than to trust this app but many people would put it on themselves, that they're just not coping with life and are bad because of it. That's one thing with depression, it makes you doubt your self worth. I hope this app gets better at ""diagnosis"". It's a dangerous game...",3
"('3',)","Review Text 1109: I've really not found this helpful and I've found the questions don't fit for most moods an thoughts. If you miss a time slot even by a short time that's it you can't add it, which is very frustrating and I don't think I need to be given any more negative feelings. It's a good idea but needs a lot of work before severely depressed people should use it. Deleting",3
"('0',)","Review Text 1113: Provides incorrect drug information. Could be very harmful to some users. Example: Alprazolam is Xanax NOT TAFIL. And Lorazepam is Ativan, NOT TAVOR. Please educate on correct drug information for the safety of the users.",0
"('5',)","Review Text 1114: This app is complete trash. I downloaded it, and the first thing it does is ask if you're ready for your first round of questions. When I said yes, NOTHING happened. Then it didn't even ask me my midday questions, and when I went to answer my evening questions that it notified me about, all it kept saying was ""error, no Internet connection"" even though I had working internet. Idk how I'm expected to have 12 or so days of accurate questions when I can't even answer half of day one! I messaged them on facebook SEVERAL times, but that was a waste of time because all they did was read my messages and ignore them. Deleting this dumb app and moving on... I thought this was supposed to HELP with stress, not stress you out further.",5
"('0',)","Review Text 1118: If I dont open the app the moment the reminder comes through it won't let me answer the questions. I now have loads of missed questions which I can't access. Could be a good app, but it's just a but pointless since it doesn't work properly",0
"('4',)","Review Text 1121: I would really like to use the app, but after several problems with internet connection and missing several question moments I tried reinstalling the app. After this, I couldn't get past the introduction (to be precise, after the ""I'm ready"" option).",4
"('0',)","Review Text 1122: This app was pretty great for mood tracking up until the bugs made it impossible to use. It really puts things in perspective and makes me realise the positives surrounding me even when the moment feels negative. That said, it would prompt me to respond to questions, then never open the questions up. I hated having one or two time periods X-ed out because I couldn't go back and add in my mood after the app malfunctioned. Now I keep getting an error message saying ""No Internet Access"" even when my 4G is strong or I'm connected to WiFi. I'm locked out of the app now and will be uninstalling.",0
"('0',)",Review Text 1123: Did 15 days of this and I cannot get a final letter...  it's even offered to restart the path and it still says no letter available until after the survey  ?????,0
"('0',)",Review Text 1126: Until today totally LOVED this app!!.. was perfect.. now all the learning questions are gone and it doesn't keep track of what you've learnt... its just all reading :(.. sad.. I don't like this update!,0
"('5',)","Review Text 1129: The app froze after asking me to accept the Data Policy. I've uninstalled and reinstalled several times over the course of three days. It keeps freezing, so I just gave up. I can't use this app at all.",5
"('0',)","Review Text 1130: Want to like it but it locks me out of the questions. Today, I got my notification at 8:08. Went in and it had already been marled as missed. Has happened everyday. Really should do something. Maybe a larger window of time? Like 30 minutes or something.",0
"('0',)",Review Text 1134: The app is extremely buggy. And randomly alerts me of when I need to answer it. I cannot do any of the questions before is designated timing. One of which is in the middle of the night so I'm always missing it. Maybe if it gets fixed I'll rate it better but as of now it's total trash.,0
"('0',)","Review Text 1168: Do you have any idea what it like to trust only for it to fail, why won't it let me make entries?",0
"('3',)","Review Text 1181: There is no visible place where I can contact the developer, so here is: on the info page, it says laziness is the cause for depression (under knowledge&gt;body&gt;energy and drive). I assume this is a mistake because when you click on it as an answer, it shows you that metabolism is the reason, not laziness. Edit: there are mistakes like that in other lessons too. It is really bad for people with depression to read they are lazy, not interested in their partner, not worth anything etc. Please review your app and fix it. It might make people feel twice as bad.",3
"('0',)","Review Text 1182: Have 16 days continuous use and today has been blocked out which means I will lose my data yet again and for the second time I will have to start another 14 days...  Emailed developer who quickly responded. Seems you need to answer at least 55% of questions, which makes sense. Am pleased with support given and have therefore edited my review and increased stars. Worth getting this app",0
"('4',)",Review Text 1183: Got stuck using it all ready. Tried to do a new day and cannot click on the morning to make an entry. Way to crank up the autism depression by making this hard in the morning. Great start to the day. I didn't have trouble last night. And what's with the timer?,4
"('0',)","Review Text 1184: I've been doing the survey for 16 days, now and still didn't get my results. I only missed 4 questions. That's super annoying!",0
"('5',)",Review Text 1185: Doesn't work. It's been 16 days and I've only missed 6 time time slots of the 48 and it still won't give me my results.   Also some sections in Knowledge are still in German.,5
"('0',)",Review Text 1186: The app has poor grammar throughout and the questions it asks are strange and oddly placed. The grammar issues in the classroom section and the relative general nature of the info provided in it make reading any further feel like a chore. It's as if I'm rewashing some dishes I just washed a few minutes ago. I'm deleting as soon as I hit submit on this review.,0
"('5',)",Review Text 1190: I completed the survey phase but there is no symptom overview or doctors letter avaliavle. Waste of time.,5
"('0',)","Review Text 1198: For an app that is supposed to track  depresssion...it's DEPRESSING that after days of tracking my MOOD...all my ""progress"" has been lost. No resetting anything on my part..so???? If there was a sync feature to get my data back...that might help.",0
"('3',)","Review Text 1200: Terrible, I had to restart the survey twice and it STILL never gave me my answer. All the questions are repetitive and OBVIOUS indicators of depression. If you get tired easily, have little to no appetite, and often feel sad or empty: you're depressed. But this app doesn't care, if you're depressed this app won't help you, it will only waste 15 days of your life, and an additional 15 day for every day you skip (because if you miss one day, you have to start all over again from the beginning, which is ridiculous). In conclusion, this app is a waste of time and data, seek ACTUAL help if you believe you are depressed",3
"('0',)","Review Text 1201: A well deserved one star. Reason? Your disgusting invasive notifications that ruin the worth and results of the app. Do you seriously need to send like 5 notifications like one after the other over the course of 30secs to a minute?! So that what, I may be already answering questions just to get pop ups telling me to answer new questions(...DURRR I AM CURRENTLY RIGHT NOW!) which causes me to click the wrong answer or ""emotion"" which ruins the entire outcome of prediction anyhow now not to mention I might have been fine and your stupid app has made me go from ""good"" to ""bad"" in the matter of seconds!  Fix these STUPID bugs! Good bye developers congrats on the worst app!",0
"('0',)","Review Text 1205: Whether its a typing error, or whatever on one of the quizs it says the answer to what to do during a depressive episode is to 'not burden friends with problems and wait till you feel better to mention it'. I think you should put more care into an app like this...",0
"('0',)","Review Text 1209: It's beautiful and succinct privacy policy, but the first block continuously loops on my device, never making any progress. I hope that this changes.",0
"('0',)","Review Text 1223: I finally finished it after it not notifying me to so, then when I finished it didn't give me and results and not wants me to start over. I spent 17 days doing that stuff to have this app just tell me to start over. I just wanted to try it out but if I were you, DON'T.",0
"('0',)",Review Text 1229: Was good but has stopped letting me in to update. Each day since last update they is simply an X and I can't get in to add mood.,0
"('0',)",Review Text 1236: Would have been great if it didn't keep having connection errors. Definitely wasn't my WiFi as I could stream videos at 1080p...yet moodpath couldn't even load.,0
"('0',)",Review Text 1258: Will update if my experience gets better but I am on day 15 and still no results.,0
"('4',)",Review Text 1263: I was using this app for 14 days and I still cannot access to the doctor's letter.,4
"('0',)","Review Text 1348: App made no mention of socio-economic factors in development of depression. I suggest developers look beyond the isolated individual's thoughts and behaviour and read, for example,  WHO's latest fact sheet on depression. Adverse life events and social inequalities play a role. Tsk, tsk, tsk. Its a no from me.",0
"('0',)","Review Text 1350: Everything was perfect until i did my 14 days and was just waiting for my  results when the app updated and suddenly my screening seemed to have  disappeared. Doing another 14 days not knowing if screening will work seems  enough reason for me to delete the app. However good summary and general  information regarding emotions, depressions and help you can seek. The  questions really allowed me to reflect my current mental state and where i  was in risk.",0
"('0',)","Review Text 1351: I love the concept of this app, but it has quite a few bugs. Sometimes the notification will go off 4 to 6 times in a row, once you open the app it glitches and will auto answer your questions, or it will refuse to let you answer the set of questions. On top of the glitches, it also asks a lot of the same questions (that's just a person issue) making the task pretty monotonous.",0
"('4',)","Review Text 1354: By pretending to give accurate feedback from the get-go with totally  inadequate information, this app endangers an already vulnerable  population. It would be interesting to study whether the suicide rate of  users of apps like this is significantly higher than in a cohort of  similarly depressed people who are not using such a program.",4
"('3',)",Review Text 1355: Guys I really like the app however it's not asking me questions anymore and it's nearing the 14th day. It doesn't give me any countdown at the top of the day it's just circling. Please help. I really like the app,3
"('0',)","Review Text 1356: The 15 day assessment could not have come at a worse time. Just as my session was ending I entered a violent depression that would have drastically changed my results otherwise. As someone who has constantly struggled just to get out the door in the morning, seeing myself labeled as ""hardly distressed"" felt like a slap in the face.",0
"('0',)",Review Text 1357: I can't even get past the intro; after I say that I'm ready I'm stuck on the same screen. Really disappointing.,0
"('0',)","Review Text 1361: I agree with Rachel Helms. It ultimately told me that there were no indications of a depressive episode. If you truly want to know if you have depression and which type, GO GET TESTED BY PROFESSIONALS. Just because I'm not depressed everyday, THAT DOESN'T MEAN I DON'T HAVE IT. I have Major Depressive Disorder, and I wanted to see if this app would be able to detect it. All it could mostly detect, was pessimism and low self-esteem, with suicidal ideation coming in third place. I wasted two weeks just to be unfortunately proven right - that this app was a waste of time. I don't understand how it's rated highly, either. I couldn't answer one of the evening questions BECAUSE I NEVER GOT A NOTIFICATION. We should be able to go back and answer the damn questions! I don't recommend this app - just go to an actual psychologist.",0
"('2',)","Review Text 1363: The application itself is good when it works, but it only works 15% of the time. Unfortunate.",2
"('4',)","Review Text 1365: You dont know me, results were useless and not accurate at all. Do yourself a favor and dont use this app.  Just go see a ""professional"" honestly.",4
"('2',)","Review Text 1370: Your reminder didn't work, and i forgot to do the mood tracking, and then i  didn't have enough data so it says that i have to wait for another 14 days. It's too long.",2
"('3',)",Review Text 1371: All questions make people feel more depressed. This is not mood tracker but mood destroyer. Would not recommend for anyone.,3
"('0',)","Review Text 1372: unless you are a qualified medical professional, you have no place to assess anyone's mental health.",0
"('4',)","Review Text 23: You can't use most of the app, eg. Thought records when you're offline. And  I'm getting this message even when I have network coverage, like now . It's  a bit of a deal breaker for me. Like the app otherwise. Seems to say I'm  online again if I close and restart the app, so possibly a bug.",4
"('4',)",Review Text 36: Its bad the worst app for using community stuff. Very unfriendly to  depressed !! Im shocked. I got banned,4
"('6',)",Review Text 39: 10 euros per month or 200 over all r u out of ur mibds ass holes this is an  amazing app that got destroyed again by the rediculus usual greedy of  creators,6
"('4',)",Review Text 53: Pricing is absolutely absurd. Don't bother with this past a few days of use.,4
"('0',)","Review Text 55: The co-founders of this app emailed me and told me to stop posting about my  feelings! That really hurt. I feel like no one cares about me, so I  uninstalled it.",0
"('5',)","Review Text 57: I can't get anything to load after the ""getting started what time is  available to you"" screen",5
"('3',)",Review Text 117: Any amount of cannabis is red? Literally something that helps mood and deal  with anxiety is bad? Uninstall.,3
"('6',)","Review Text 157: Shows that it is free when it is not. A bait and switch thing where as soon  as you go somewhere, there comes the subscription fees. I wouldn't mind  that if a customer like myself was told honestly upfront that this is a  subscription service, not a free app.",6
"('3',)",Review Text 185: It's like listening to a yoga instructor talk without the benefit of actually doing yoga.,3
"('0',)",Review Text 225: Creators of apps that don't allow the apps to be moved on SD cards should note. A lot of us don't have the space. Your app is not worth keeping if you force us to lose space on our phones. DELETE THIS. MOVE ON.,0
"('3',)","Review Text 258: Seems like it could be really helpful if it ran properly but the app glitches out, loads slowly, and doesn't save posts I try to add. Frustrating and disappointing.",3
"('5',)","Review Text 285: If you're serious about improving your mental health, this app is a waste of time. Professional help is obviously critical, and no app can replace it. However, if you're hoping for supportive functionality (as I was), don't waste your time with this app. This app offers too little too slowly, and bombards you with writing exercises based on judging yourself and shaming your word choices. Wow.",5
"('3',)","Review Text 316: Interestingly I've been sitting on this app idea for a few years, it came to me after my own health crisis. Although I initially was sad to see it made by someone else that quickly faded because I realized that there are other people solving the same problems I am. That's super cool! But where I always drew the line in my mind was that it would be for those in need, and if I found a way to make money that would come second. When I needed help the most I couldn't work, and so I wouldn't be able to afford an app. Instead this app appears to lock out most of the features and present the user with a paywall only a couple clicks in, there promising a bright future of bliss. Sending the user a daily thoughtful reminder to open up the app and then only to insist that you're payment is missing. That is when I felt sad again as it prioritized monetization over healing.",3
"('5',)","Review Text 350: i cant even sign in the app, it says error though I've clicked the sign in for a numerous times",5
"('0',)","Review Text 408: I was hoping to find support using this app, but instead I was constantly insulted in the group chats due to my religious preference, employment situation, and other reasons. I was then prohibited from posting content due to these reasons. When I brought my concern to Pacifica staff, I was waved off and accused of starting trouble (my words, not their's). Pacifica is good for tracking your mood, but will not provide you with a safe place for support.",0
"('0',)",Review Text 431: Lol.. Such a sh*tty performance.. Poor ionic.. And this app is in top of official ionic showcase.. hahahaha... Even browser webpages are faster than this app...lol.,0
"('0',)",Review Text 433: Makes you set up an account before letting you access app content,0
"('6',)",Review Text 468: Well I was liking the app until I decided to purchase the monthly subscription . Instead of billing me for the month I guess that wasn't good enough and somehow they managed to get away with changing my subscription to yearly and charging my card 35.99. How nice 😔  it is a great app but changing someone's subscription is enough for me to say I would not recommend...I'm canceling my subscription but thanks anyway,6
"('3',)",Review Text 477: App is junk you help a bunch of people on here then someone doesn't like your opinion so they flag you then you get band and can't post or get help when you need it,3
"('5',)","Review Text 523: Seriously disappointing. I was actually looking forward to using the community chats to help me relieve my stress, but every time I tried to write a post it would ask me to make a nickname. Every time i put something in and hit submit red letters came up saying ""please enter your nickname"" regardless of how many I tried. If it did anything it increased my anxiety because I finally wanted some help and it doesn't even work",5
"('3',)","Review Text 527: Entered in one thought and the app made me cry. My mood went from ""ok"" to ""not good"" borderline ""awful"" in one use. How can all thoughts be your fault. One of my triggers is rembering every time someone has told me I'm doing something wrong. How can what people have said to me be my negative thinking? Yes remembering people calling me thick because I'm dyslexic is a negative thought I will admit. This has made me very upset because, I have never thought that people calling me stupid and me having a good memory is my fault. I've always thought those them as nasty horrible people but according to this it's my fault, my negative thinking!",3
"('3',)","Review Text 587: Can't even put a name. Whatever i write it just doesn't work, no one can help my anxiety not even this useless app, there is no help, just a bunch of pills are the right ones who can help to lay down and relax.",3
"('0',)",Review Text 661: New update is not good. The old layout was way better,0
"('6',)","Review Text 674: I used to love this app. Thoroughly understand need to ask for payment to support it. However, the way you did it was shoddy. No info email sent out to explain certain features were now unavailable unless on Premium, like thought journalling through voice recording. Changing previously free Meditations to Premium Meditations, even v basic ones like Sleep meditations - the simplest and most useful stuff that would encourage someone to pay for Premium if they could afford it. Badly handled. No fake apology needed, Pacifica team - I want an app run by people who genuinely care about mental health. When I find them, I'll pay Premium price for them too.",6
"('3',)","Review Text 677: It's okay for people who just need a simple breathing meditation or whatever. However if you need serious meditation or something very helpful you need to pay monthly, which is a little disappointing for an app like this....",3
"('4',)",Review Text 690: Couldn't even get the stupid intro screen to go away so I could use the app. Restarted it several times,4
"('5',)","Review Text 692: An app designed to help with your mood, stress and frustration imidiately gets me frustrated. By having a stupid start screen that I can't get rid off no matter now many times I quit the app and open it again!!! Ridiculous!!!",5
"('6',)","Review Text 712: Deleting Subscription It takes my money out each month but when I try to use premium content, it is locked. Not okay",6
"('6',)","Review Text 714: Except for the intro, you need to pay more than $5 per month to access any content. Definitely a paid app",6
"('0',)","Review Text 821: Trying to follow the CBT, on ""A New Approach"", the second lesson. My task is to set a goal. I have set over ten goals, erased and reset, logged out and logged in, uninstalled and reinstalled. I've also emailed them and gotten no support. I paid for the full version of this app and am disappointed as this app not working is causing far more stress than it's relieving",0
"('4',)","Review Text 826: Can't get past the last ""I understand"" screen to even use the app. Do you have to pay to play?",4
"('0',)",Review Text 831: It's stuck in introduction and won't let me access any of the app.,0
"('3',)",Review Text 832: Downloaded this app to try to help with anxiety. All the anxiety exercises are behind a pay wall.,3
"('0',)","Review Text 885: I downloaded it, made an account, and now I'm stuck on the '3 ways to use Pacifica' thing, I've tried swiping up and down and I clicked on everything and I can't get rid of it? I also noticed some of the options were cut off at the bottom of the screen, like the 'next' buttons were cut off halfway. I feel like an idiot is there something I'm missing?",0
"('2',)","Review Text 893: I am currently stuck on the ""3 Ways To Use Pacifica"" screen. I've clicked on everything, tried scrolling, uninstalling and re-installing the app, and nothing is working. Please help!",2
"('0',)","Review Text 894: I get as far as creating an account then goes through theme, reminders etc then last one where u click i underatand os where it stops. It wont let me",0
"('2',)",Review Text 897: No longer works on my S7. I cannot record moods even when the app sends push notifications.,2
"('0',)",Review Text 928: Hate it when the app starts playing ocean sounds all by it's own,0
"('2',)","Review Text 962: Very helpful to track my moods and habits that help my health. Would recommend to anyone who has a mental illness like me.  ***EDIT*** none of the meditations work, I cancelled my premium subscription . :/ ***EDIT*** Tried installing again to see if the meditations would work and they don't. Really bummed because this app is amazing.",2
"('5',)",Review Text 990: Why do I have to create an account to simply open the app? This is an instant turn-off.,5
"('0',)","Review Text 1032: New version loads really slow and requires internet for most applications. Liked the previous version better. New version gets hung up on the opening logo and takes over a minute before you can access any program. It use to be a simple mood & health tracker with relaxation exercises. They've added more programs, but it's worthless if you can't access them. (Their response below didn't address my initial complaint of it loading slow so I've expanded my review to be more specific.)",0
"('5',)",Review Text 1036: struggles to even open if I'm not online. won't even give a notification unless I'm connected.,5
"('4',)",Review Text 1037: Looking forward to use this app because I have anxiety but there was an error as soon as I open it,4
"('6',)","Review Text 1061: I love the concept of the app, but they charge way too much for it if you want to use most of the features. I would be fine paying a few dollars to buy the app, that would be fair. However, they are trying to charge a subscription fee of $6 a month for month to month, and $3 a month if you pay for the year. Very unhappy with this.",6
