,review,cluster
"('5',)","Review Text 37: Is really great, it's helping me how to understand i really feel, I love it!",5
"('4',)",Review Text 38: Great way to monitor my moods and behaviours through put the day.,4
"('0',)","Review Text 39: It helps me realize what's happening to me, and why I feel this way.",0
"('6',)",Review Text 40: It's a very good app and I really like the concept!,6
"('7',)","Review Text 66: Re-written my review after the update. I much prefer the previous style and  fewer questions. This new version seems more complicated than it needs to  be and forces you to fill in the faces before you can access the moodpath,  not great when it gets stuck in a loop asking same question.",7
"('4',)","Review Text 67: I love it! It helped me boost my mood more often than not, us using The  Secret I entered more positive moods even if not the case always &  gradually believed it which worked and right now I am grateful for my  happiness",4
"('0',)",Review Text 68: I like this app a lot. It really helps give a bigger picture. I wish there  were more emotions and experiences to choice from in the daily check in. I  often find that they don't quite represent my state so I select something  close to it but can feel like it has a different meaning.,0
"('4',)","Review Text 70: I love this app! It's been very helpful in many ways. like tracking the  worse episodes, tracking symptoms and giving information. I definitely  recommend if you are struggling and would like to keep record of all that's  gone down.",4
"('4',)",Review Text 71: It's very nice! It's like a companion I never had to keep track of things  and times I go back and read about the happy times when I feel sad it!Nice  app! Very informative,4
"('7',)",Review Text 72: Asks questions that need to be asked. Asks about your emotions. Gives a  report after 14 days. Offers a letter to give to your doctor (if need be)  Gives reminders. Gives facts. This app is wonderful,7
"('7',)","Review Text 74: This app is awesome! It gives you tons of information about depression, is  very nice and uses nice words, and it even has a link to a hotline numbers!  It's a great app!",7
"('7',)","Review Text 75: I don't know if this is accurate or not but so far, it looks credible to  me. But i need further credibility that professionals and practitioners in  the psychology field would recommend this to everyone.",7
"('0',)",Review Text 76: It already helped me analyze my feelings and I was going through and  especially rough time. Love the sections on detecting and analyzing  depression,0
"('8',)",Review Text 78: It's a great app. Let's me know on how I'm feeling and when things go up or  down. Thank you.,8
"('7',)","Review Text 79: **** update 6/8/18 My app started to bug where it had me answer the  questions over and over but wouldn't let me do anything else. I saw that  they fixed bugs and updated the app so it will save our data if we delete  the app. So I checked for an update, didn't have one so I downloaded it  again. Everything's gone. Makes me sad. I had 4 months of info saved. Gone.  I will continue to use the app. I wish there was a way for me to get my  info back. I dont think I ever got the option to create a log in. But I  haven't found the back up option. * I have just started my 4th session. I  really enjoy thisbe yo use the app. It's helped me calm down and focus on  my problem areas. It's like a friend thar checks in on you. I like that it  let's me ""vent"" after each mood update. It's a way for me to get my  feelings out, and most of the time it's just me being worked up over  something that actually affects me in now way. If you have anxiety, self  image issues or you feel you're depressed, this app is a great way to start  ""treating"" yourself and seeing the big picture. I love it and I think I  will use it until it cuts me off.",7
"('4',)","Review Text 81: I absolutely love it, I've been using it for a while now to track my mood  and it's really helped me understand depression more due to all the  information about it within the app.",4
"('0',)","Review Text 82: im on the sixth day so i dont know the results work, but this app helps me  notice the little things i feel. i really hope it works at the end.",0
"('5',)","Review Text 83: Really helpful. Great place to vent, very simple to use. Learned more than  I thought I would.",5
"('5',)",Review Text 84: It's honestly really helpful. A friend recommended it to me so I'm  recommending it to yall!,5
"('7',)","Review Text 85: Well, I'll tell you what; download this app when your losing your grip to  everything else and since i know you dont talk to anyone anymore add notes  on this app.",7
"('7',)",Review Text 86: Stuck in an infinite loop. When I open the app it asks me to answer the  questions. I answer them. Then it asks again. I answer them. It asks again.  I can't get out of the loop. It won't let me into the app until I answer  the questions.,7
"('4',)","Review Text 87: Brilliant app. I'm on medications that affect my memory and this app is  great for recording regular moods and feelings, which is helpful when I see  my psychiatrist. Best mental health app in the world.",4
"('4',)",Review Text 88: I found the app very useful in determining my levels of mood on a daily  basis. Gave details to my GP as he was interested. Would recomend app to  other suferers.,4
"('6',)",Review Text 90: First day and already loving it. Very good at not being annoying.,6
"('7',)",Review Text 91: I like this app because you could go back the last couple of days and see  how you felt and see what your mood was last two days or even last week.,7
"('0',)","Review Text 92: Makes me feel a little better, pretty good app to have and trace your  emotions every day.",0
"('4',)",Review Text 93: Effective tool to track progress and to gauge effect specific healing  activities or unplanned events have on one.,4
"('7',)","Review Text 94: Great app so far, gives me a wide few of my mind and how it works, most  certainly would recommend to others.",7
"('7',)","Review Text 95: I love this app as a tracker, but I do wonder why the ""My Plan"" section is  in German even when I set the settings language to English.",7
"('5',)",Review Text 98: This app is awesome and I really hope it helps me.,5
"('4',)","Review Text 99: Loved this app, tried it two times and it really helped to keep track of my  feelings",4
"('6',)","Review Text 100: Good so far. Clean, pleasant design. I'll update the review after I've used  it more.",6
"('6',)",Review Text 101: Really good app that helps you face you depression with more courage,6
"('6',)",Review Text 102: Great app you can tell that they care keep gping with your good work,6
"('7',)",Review Text 103: I just started and it is great.. It gives me confidence to understand what  is happening.,7
"('5',)",Review Text 104: I Think it's really great ! You should totally get this app! ♡,5
"('2',)",Review Text 106: I like the explanation and quick questions. Helps me understand myself,2
"('7',)",Review Text 109: New to it but I honestly love it. Will definitely recommend.,7
"('7',)","Review Text 126: This app was amazing. It made me see that I actually need to see someone  about this. Unfortunately I can't, my mom wouldn't allow it. And even if  she would I'm to scared to ask",7
"('5',)",Review Text 128: It really helps me understand what is going on in my head and helps me when  I need it most,5
"('4',)","Review Text 129: The app is very nice and helped me a lot. The only thing that I don't like  is that you cannot track your mood for more than 14 days period. It would  be nice if you can see your mood progression for more time (like a month,  three months, etc.). The rest is perfect.",4
"('7',)",Review Text 131: Great app! I've been using if for more than a month and I love it. I had a  few problems with the app when I started using it but the new update fixed  everything for me. Thank the moodpath team for the lovely reply to my  previous review. I recommended the app to a friend and they're very happy  with it as well. Great job guys!,7
"('7',)","Review Text 133: I haven't yet achieved my 14-day yet, but I like that it reminds me to  check in with the notifications. Essentially, This app reminds me to  check-in with myself. How often does someone ask themselves; how am I  feeling today? What's my mood? Is this a burden to me? Etc. And the diary  feature at the end of every block is a great feature because it's a piece  to reflect on yourself. Here, it's you typing to yourself. Sounds odd to  do, but it helps you to delve deeper into yourself. Great!",7
"('7',)","Review Text 134: The app is really good, and it isn't so time consuming. The explanations  are great and the whole app is really professional. I would like a way to  like change the questions though, if you're unsure sometimes it's hard  saying yes or no to some of the questions and sometimes you get a  repetitive question in the same day. And some questions you can't give an  answer to, well you can but sometimes you don't know what to say.",7
"('7',)","Review Text 135: I love this app. The recent update that allows for tracking of felt  emotions and experiences throughout the day is nice and appears pretty  efficient. I just finished my 1st 14 day period and the result seems pretty  accurate to my feelings/symptoms. I'm gonna keep using it because it's nice  and I like being able to track my emotions/feelings. Edit: After the recent  update I seem to no longer be receiving notifications for question block  reminders. I have tried unchecking and checking the box but I haven't got  any.. Regardless I still love this app, just hard for me to remember to  check the app for question blocks.",7
"('7',)",Review Text 137: Love this app. And I especially love this new update where you add your  emotions and experiences throughout the day. It really makes it seem more  reliable. With the last update I had been going through a major bout of  depression and after the 14 days it told me I had zero depressive episodes.  Which definitely threw me off because I knew that wasn't true. So I'm  looking forward to seeing how accurate it is with this new update.,7
"('4',)","Review Text 138: I had some issues with the reminders that's why I gave it 4/5 but I think  this has been fixed. Everything else about the app is perfect, runs  smoothly, nice clean graphics, very user friendly, simple to figure out and  use daily. At first I downloaded it because I've been feeling down and was  curious to see what my diagnosis was, but now my 14 day is over and my  diagnosis is pretty spot on, I realise I enjoy and benefit from keeping  track of my mood. How about a ""pro"" version where you get more questions  about your routine (ex. Exercise, eating, hours slept, period maybe) and  graphs on a calendar to compare your mood based on your routine and  feelings. Maybe a switch on reminder to be mindful that can be customised.  I just think that this app has so much potential, I mean its #9 on medical  apps in the Google store! Good work!",4
"('4',)",Review Text 139: I really like the notifications that alert me to put my moods in. I also  like the relaxing theme of the app. The only thing that I would add is some  inbetween moods. Like you guys have the happy noods and the bad noods but I  think there needs some inbetween ones. Because sometimes people are just  moderate. But over all good app,4
"('7',)","Review Text 140: I love it. The only problem I have with the app is not being able to look  at the doctor's letter even after 20 days. It still says ""will be availible  after 14 days"", and it's a bit disappointing at this point. Haven't found a  review with the same problem. I'm really hoping for a response.",7
"('0',)","Review Text 142: I've just read my report having just completed my 14 days and can say it's  reasonably accurate - more so than I was expecting initially. About 2-3  days into using the app I thought to give it up after it's initial  assessment suggested I was 'hardly distressed' when I was feeling the total  opposite. Gave it more time and it's proven to get to know my psychological  state accurately, presented in a formal report that I would feel  comfortable providing to my GP or other health care professional. So in  all, I would recommend this app if you're not confident/comfortable seeing  a professional just yet but want to gauge your psychological frame of mind  to take on board to seek further help. I can't compare this app to others,  only to say this is not a meditation app so pass it if that's what you're  looking for.",0
"('0',)","Review Text 146: This app is amazing and it has helped so much in my therapy sessions so we  know better what subjects need to be talked about. I love the new update  with the experiences and notes because it adds so much more. However, I  gave it a 4 instead of 5 because with the new update, it seems like the  three questions it asked about your feelings and thoughts are now gone. I  feel like those were very helpful in the long run and should definitely  make a come back. They help pin point where trouble areas are. With them  gone, this is looking like some other mood tracker app. Please bring back  those questions. Also, with the new update, I am no longer getting  notifications so I'm not able to input something at each of the three times  per day.",0
"('0',)","Review Text 149: Moodpath is really a great way to check in with yourself. It reminds you to  ask yourself how you're feeling. In essence, yes, it can be a diary, if you  add detail to the notes field when asked. However, it doesn't have to be of  you don't wish it to be. It's reminded me to think about how I'm feeling  right this second, when it asks, and asks me 3 short questions about how  I'm feeling and how much that particular thing is affecting me. It's a  great app, and I'm writing this review with the app saying that I have  indications of a severe episode. I'm just glad that it gives me a more  visual way of gauging my feelings.",0
"('2',)","Review Text 150: I have a bad memory so when my therapist asks how I've been I usually can't  remember, but this helps so much! Also helps me track my manic and  depressive cycles.",2
"('4',)",Review Text 151: This is the best health based app I've used. It's allowed me to track the  symptoms of a major depression and watch daily and weekly the progression  of my moods. It's really easy to use and even provides reports for medical  professionals. Excellent app.,4
"('4',)","Review Text 152: I've only had the app for two days, but it's already helping so much! I  already know I have anxiety, OCD and depression, but being able to track my  ups and downs helps a lot. If you need to just let out or feelings or keep  track of yourself, this app is great!!",4
"('7',)","Review Text 153: As someone with chronic depression, this is what I need. I can only do so  much myself, but having someone or in this case a robot cheering you on,  and then doctors notes, omg! This is everything I could ask for! Going to  the dr is so hard, I missed my therapist appts so much this semester and I  dont know why. This is just like that, simply telling the app about your  day, then you get feedback days later so the dr can see your mood over all  those day",7
"('7',)",Review Text 154: Using it for second day. Looks interesting and well made. But can you  please allow the app to work and send notifications WITHOUT needing  Internet connection. I'm missing my periodic entries because it won't work  without Internet. I don't like leaving a connection all the time.,7
"('8',)",Review Text 155: Love the app. It has be really helpful. Only issues are the notifications  won't show up some times. Also there is no quick add shortcut or widget.  This would improve days collection allot. Thank you for making this app.,8
"('7',)","Review Text 156: I like this app. I think it's helpful and easy to understand, and I like  its simple design. A few complaints I have though are that sometimes the  app suddenly stops loading, never loading my information again, and I have  to redownload and start all over. It hasn't happened recently, but it did  happen a few times. Another complaint is that when I miss one of the  moodblocks, I can't go in and fill it with the emotions I remember. If I'm  too sad to get out of bed and check a notification, I need to be able to  document that mood after I feel good enough to get out of bed again. Having  the app entirely skip the morning, evening or afternoon doesn't exactly  help. My final complaint is the that the app sometimes doesn't send me  notifications despite me turning them on and off, restarting the app,  restarting the phone, etc. That's all I have in terms of  complaints—otherwise this app is very easy to handle and rather helpful for  me.",7
"('2',)",Review Text 158: Absolutely wonderful app. I suffer from debilitating anxiety and severe  depression and until I found this app have been too apprehensive and  nervous to ask my Dr. For help. The assessment at the end of the 2weeks  I'll get based my answers to the in depth questions everyday will be what  gives me the courage to finally ask for help. Thank you for this  tremendously helpful app.,2
"('7',)","Review Text 160: This is one of the best apps designed for assessment of mental health. I  highly recommend using it for those who are thinking about going to therapy  or those already in therapy. It helps track symptoms of depression, and it  is clearly focused on this one condition. I also enjoyed reviewing the  brief research-based explanations given in the Knowledge tab.",7
"('7',)","Review Text 162: I loved it! But after the 14 days were over it stopped sending me  notifications even though the app says the notifications are turned on, so  I forget to log in all the time. That's very sad.",7
"('5',)",Review Text 165: Ive been in a rather dark place for a while. Using this kinda felt like an  interactive diary. Something that helps me. Honestly I rarely recommend  anything but this I really do recommend. I thought it was going to be one  of those silly non researched quizzes. But its actually pretty great..,5
"('7',)","Review Text 166: This app is great! It provides seemingly accurate and definitely  professional feedback. However the notification system is very  unreliable... Lately it has been missing one of the reminders every day and  today it only reminded me once. Also, sometimes when I do complete the  questions the continue button is unresponsive, resulting in me having to  miss that set of questions. If these problems were fixed, it would be a  five star review!",7
"('0',)","Review Text 169: I am not totally sure just how accurate this site is, but it gives me  something to do and it actually is interesting. I like the fact that it  gives explanations and treatments to certain things such as depression,  even if it does make me feel a little sad about the fact that I hinesyly am  depressed",0
"('2',)","Review Text 170: This app is amazing. It tackles an important disease many people experience  in a fun and creative way. I also love how Moodpath provides additional  information about depression, anxiety and burnouts.",2
"('7',)",Review Text 172: This app allows you to track emotions daily and allows you to stay on top  of stress before burnout occurs. I have enjoyed using it through the past  semester of university.,7
"('2',)","Review Text 173: I would strongly recommend this app to people both with and without  depression. You don't have to do the assessment part and it is very  informative, the knowledge section is very coherent and helps me understand  what I'm going through whilst helping me understand how I can get help from  others and myself. Over all this is an incredible app although I haven't  finished my 14 days yet.",2
"('7',)","Review Text 174: This app tells you every physical symptom of depression that can happen  before you even are aware your depressed, it takes 2 weeks for your results  but it is worth the wait. Most accurate app I have found.",7
"('8',)",Review Text 175: I have been diagnosed with bipolar. This app is absolutely the best for  tracking my mood cycles and alerting me to trouble..I am going to show my  Dr. and tell her this is an amazing tool for people with mental disorders.  I intend to ask her to download it and try it for herself. I cannot thank  the people involved in the development of this app enough! Thank you,8
"('0',)","Review Text 176: I love the idea of the app and how it works. It makes tracking your mood  feel more personal and reflective. However, after the first two weeks, I  wish there was a way to continue the notifications as they were to remind  you to continue logging your mood, or have the ability to modify the  settings so you only log twice a day and when you get notified to log in.  Some people, like myself, need the extra little prompt to remind you to log  how we feel so our data intake remains consistent. If that change was made,  I would rate 5 stars Edit: 4/30 I've started a new logging period and  things are going well! However, I only get notifications for morning and  night logs, and I keep missing the afternoon log unless I go into the app  myself. Also, if it's possible, it would be nice to have the timing  consistent for the notifications. It feels like some days I'll get a  notification at 8am, and the next day it would pop in around 11am. If this  could be tweaked, this would make this amazing app all the better! Edit-  Update 5/11 One thing that I think should be offered is a way to back up  your data. I just had my phone wiped and now all of my data is gone. It's  not terrible, I had the letters saved separately, but having to restart is  a bummer. Any chance this will be changed in the next update? I still love  the app!",0
"('5',)","Review Text 177: I really love this app as it helps me to track my mindset. The accuracy with which it submits my symptoms is really rather impressive! The new UI looks pretty awesome, but there are problems with the notification and the entry timings. For example sometimes the app would notify my an hour or 2 before I can actually make my entry, and other times it wouldn't notify me all together. The app would sometimes not even allow me to make my entries. It's also become incredibly buggy now so a fix to these bugs would be really appreciated! :)",5
"('7',)","Review Text 178: The 14-day report is incredibly helpful, and the short question-based  prompts make it much easier to answer and stick with it. I would love to  see the option to add custom emotions/experiences in the future.",7
"('2',)",Review Text 179: this app is spectacular. helps me keeo an eye on my depression and anxiety  and warns me when things are going wrong. a real lifesaver.,2
"('0',)",Review Text 180: Love this app because it tracks my mood and feelings so I can help improve  and change some things. Makes me feel like things can be fixed. Love it's  clean and simple appearance and it's super easy to use!,0
"('4',)","Review Text 181: Good way to help keep track of moods and what's causing them. Helpful  because it's much easier to have a daily, specific list to go over with my  therapist when she asks why I'm feeling depressed, what's happened since my  last appointment, instead of struggling to remember and becoming frustrated  when I can't keep everything straight in my head.",4
"('4',)","Review Text 182: The recent update to the app made it even better. I'm not presently  suffering from depression, but the reports help me keep an eye on how well  my meds, supplements, sleep, and lifestyle modifications are controlling my  PMDD/ADHD. Mood tracking is critical for me, and Moodpath has been a great  tool!",4
"('4',)","Review Text 185: It's like a nice little checkup that helps keep track of how you're doing.  It also lets you take personal notes, so it almost just functions as a  diary. It's super helpful when it comes to letting out your emotions in a  healthy and helpful way.",4
"('8',)",Review Text 186: Anyone Suffering Emotionally should use this to help monitor themselves.  Bringing this info to my counselor or MD is amazing to have. Thank you  Moodpath!!!,8
"('0',)","Review Text 187: Helps organize thoughts and reflect on how I think by asking in detail how  I feel, making it easier to find an explanation to my daily anxiety. Plus,  who doesnt love cute pictures :)",0
"('5',)","Review Text 188: I enjoyed this app, but it only really covers the diagnosis for depression,  even though it mentions anxiety in the title. Would be better if they  considered more diagnoses, such as generalized anxiety.",5
"('4',)",Review Text 189: I find this app very useful. I have a mental illness and this app helps me  keep track of my moods and emotions. Also it it very helpful when I'm at my  appointments.,4
"('0',)","Review Text 190: Amazing app, the questions are specific and frequent enough that you don't  feel like you're generalising an entire day or week into simple emotions,  it's much more complex and helps you to identify specific symptoms.  Absolutely wonderful, can't recommend highly enough",0
"('0',)",Review Text 191: It's a really good app I haven't got to my 14 day yet but I am almost  there. Answering questions and doing this everyday has actually in a way  helped me feel a little better and this is app is very professional.,0
"('0',)","Review Text 192: I loce the app but I think when describing emotions, tiredness could be one  of them. I find myself feeling that very often yet no option available for  me.",0
"('0',)","Review Text 194: Another tool in my toolkit to combat PTSD from serving in Iraq. I like that  it incorporates journaling style components, information that isn't  overwhelming and a user friendly check in for how you feel in that moment.  There are also some useful techniques for how to manage depending on how  you're doing.",0
"('2',)",Review Text 195: So many times people.. our closed ones don't have time to help us in our  downs...so this is the best app I found ...which can give a proper solution  to our moods and we can cure it if it is serious one ... without someone's  help ...in nutshell this is the best ...!!! Loved it!! 😊,2
"('7',)",Review Text 196: I just started to use it and it was so great and interesting of what is  going on to me right now. I will definitely recommend this app for people  whose going through a hard time on their self bet then the most important  one we should have first is God.,7
"('5',)",Review Text 197: It hasn't been 14 days since I used this but I really appreciate how it's  been made. I like the notifications and how cute the application is.,5
"('0',)","Review Text 198: I like this app, it helped me explain and remember how I was feeling and  when I was feeling it. It was useful to clear my head from these thought  and put it down, I recommend this app to anyone and everyone going though  thing in there lives.",0
"('7',)","Review Text 199: I really do like how it works, I'm currently in the beginning of all the questions. But so far I love every part about it, I found out they give information if you want it.",7
"('7',)","Review Text 200: Its a great app its always sending reminders to check up on myself, its  also a great way to see if u need a test for depression or anxiety without  spending a bunch of money to get a result that says ur fine, it will tell u  if u r ok or if u should get an official test. I really recommend it to  anyone who feels that they have depression, anxiety or anything else",7
"('0',)","Review Text 201: I think this app is really good so far, I mean I haven't reached my first  14 day period yet but it kind of helps me to really think about what I'm  feeling at the moment and how much that particular feeling is weighing me  down. This really helps me personally because for a really long time I just  pushed my emotions down. Although I dont like how the questions that are  yes and no have green and red as if to say that the red one is bad and you  shouldn't put it down, it makes me feel guilty when I answer that. Also the  feelings and activities that are separated into blue and green, the blue  ones are obviously what's supposed to be bad and that too makes me feel  awful for answering one of those, like boredom isn't always a bad thing. It  should also have a stressed option in the emotions section because that's a  regular thing and it can factor into people's mental health state.",0
"('5',)","Review Text 204: Really helps me self-reflect and talk to myself. I have not finished my 14  day cycle but it really can lift my mood from the state I put myself into.  Thank you, Moodpath.",5
"('6',)",Review Text 205: So the app is pretty good. It would be nice to have a backup system so you  don't lose your data. Also it's pretty buggy and doesn't always ask me  questions (was there a recent update?),6
"('0',)","Review Text 206: Please add more options to the 'I am feeling' screen, or allow users to add  their own feelings. Most of the times I end up selecting nothing, and  feeling empty. Otherwise, it's a great app.",0
"('2',)","Review Text 207: Amazing! It can accurately describe my moods. It helped inform me better of  Depression (And even Bipolar Disorder). It gave me facts and symptoms about  Mental Health, and best of all, I understand myself better. 10/10. I would  recommend to anyone, especially those who are also suffering from  Depression. This app helped me see the highs and lows in my life. It showed  me what activities made me happy, and what upset me, and therefore what to  focus on to help end my depression, it told me how to get out of my  downward spiral, and it was a big help in my life. Really, just separating  the events of my day from good and bad, seeing what went well in my day was  really helpful. (Which was a bit harder to find out rather than what went  wrong, but) when I found it, I felt better. I believe this app is  innovative, and (maybe inadvertantly) helped me count my blessings as well  as my curses, to show me there is hope. I would definitely recommend you  get this app. It is all that it says and more.",2
"('7',)",Review Text 208: I love this app ...I have been depressed for years now ..I just lost my  parents back in 2016 ..They passed 23 days apart .I took it hard... This  app is 100% great an accurate. ..❤❤❤,7
"('2',)","Review Text 209: tbh AMAZING it tells me abt how its caused , how to get treatment and then  you also get a track of your depression. This helped me learn about my  depression.",2
"('7',)",Review Text 210: Great app. Finished off my negative thoughts and made my life normal again.  Thankyou!,7
"('0',)","Review Text 211: Honestly it's so hard to come to terms that not everything is always okay,  this app let's me check in with myself without worrying that someone will  judge me or look at me sideways. It's like a private tracker for when I  feel overwhelmed.",0
"('2',)",Review Text 213: Its an awsome app it helps me a lot through out the day and before I go to  sleep and I love how it lets you enter notes on what's in your mind. Again  it's a great app and i think you'll like it as well.,2
"('6',)","Review Text 214: Helpful, makes me feel like someone or something out there wants to help.  Also a good way to keep track of good and bad days with depression and  activities on good and bad days, good to see if there are any patterns.",6
"('4',)","Review Text 215: I drive for work so I miss a lot of the survey times, but I love the idea  and execution of this app. I'm currently in therapy and I think it's great  that I can track my mood over time and show it to my therapist. Thank you.",4
"('4',)",Review Text 216: Very cool app and make me understand myself better. But I am curious if the  app can 'read' what i type in the daily thoughts section and analysis it or  it is just for the user to keep track,4
"('5',)","Review Text 217: Its still kinda early in the app so I'm not really sure I can give an  accurate review on it. But so far so good, I just have to keep remembering  to answer the questions daily so at the end of this ""trial"" I can recieve  an accurate review on myself. And hopefully start the process of getting  the correct help I need. So fingers crossed. I'm really hoping this app  does turn out to be everything it said it was in the description.",5
"('7',)","Review Text 220: I really like the app, the way it asks things, and takes notes. Also how  youre able to look at the whole thing at different times and days.",7
"('7',)","Review Text 221: This app has been a life saver. It is a great way to manage my depression  and PTSD, and provide objective data to my health care team.",7
"('4',)","Review Text 222: This app keeps me on top of tracking my moods and bring mindful of how I  actually feel. It is pretty strict about the times I have to complete the  question sets but that makes sense, it's hard to answer honestly about how  I felt a couple hours before actually answering the questions.",4
"('7',)","Review Text 224: The new update made things very confusing:( i liked the old format better.... other than that, this app is great!",7
"('7',)","Review Text 225: I like this app but wish it would consider and cover chronic illnesses that  causes exhaustion (such as M.E.), as some of the symptoms could possibly be  mistaken for depression.",7
"('4',)",Review Text 226: This app has really helped me keep track of myself since my breakdown but  now it never gives me notifications even though they're turned on,4
"('0',)","Review Text 227: Just now starting out with this app, and I will give another start when I  gain the assessment in the end, but so far I am liking this app, it's  helping me to just let out what I am feeling, and thinking a bit more  openly.",0
"('7',)",Review Text 231: It's a great app and helps me tell when I'm not doing so well which is  something I can't tell because being always stressed and sad is my normal.  So yeah I like the reminders and setup.,7
"('0',)",Review Text 232: Lately I have been struggling with my emotions and depression this helps me  to stay in touch with how I'm feeling through out the day.,0
"('5',)",Review Text 233: It has really told me a lot about myself. I'm still using it! I think  anyone should get this when they're upset.,5
"('2',)",Review Text 234: Have been dealing with some issues in my life and this app helped me get  through the rough times.,2
"('7',)","Review Text 235: I like this app. Feels like a good friend checking in to ask you questions.  I don't always get notifications to check on it, however. Sometimes I'll  only get one notification in a day, and sometimes I'll get all three. I'm  not certain if I have a setting off or what.",7
"('7',)","Review Text 236: It's very cool to answer short, simple questions and get a detailed rundown  of two weeks of my life. Very slick look, as well.",7
