,review,cluster
"('3',)","Review Text 407: A great app! Its aesthetic and very clean visuals. The charts and graphs help me accurately track my moods and go back to see why I was feeling that way.  Only a few improvements could be made. During the time where it asks you three questions about your mood, I think having the option to write down a personal response to the question after selecting yes would be beneficial.  And as a few others have said increase the space to write. And possibly question not limited to depression but more general well being. Like how your job friends location and problems affect your mental health. I use this app to locate my triggers and what makes me happy so the more details the better. I plan to use this all year long and probably longer. Really you guys amazing job.",3
"('4',)","Review Text 411: I'm not sure if any medical professionals are involved with this app but for one it feels like it, and two, it is worded and structured like the creators know the symptoms intimately. I started using it around 2 weeks ago now and the structure more than anything has helped cope. I can't recommend it highly enough and it even surprised me with how thorough it was with certain questions, and even follow ups depending on your answers to see if you're truly ok.  That's what I took away at least. Top notch app and the creators are amazing people having done it.",4
"('3',)","Review Text 412: I love this App. Morning, noon, and night I feel like I'm talking to a person who is checking up on me to make sure I am okay. So, when I see Moodpath pop up on my phone I smile as if someone cares about me. This app is wonderful and I love it. It has helped me learn so much more about my mental health issues. Thank you Moodpath!",3
"('3',)","Review Text 414: The apps great for monitoring my mood, I it very helpful to show my counciler what's going on, when I feel worse and to spot patterns, it motivates me to be better when I see how low my mood is. All I wish is that you could add when panic attacks happen and if there's a sudden change in mood at a different time of day",3
"('1',)","Review Text 415: I've been using this app 3 times a day, still haven't finished the 2 weeks so haven't gotten results yet. But the additional information is very concise and useful, it really helps understand ins and outs of depression and why you feel that way.",1
"('2',)",Review Text 418: I had an issue with errors generating and lost all my data. I was so disappointed I sent an email to moodpath and they fixed it pretty much immediately. So impressed! This was the only issue i have ever had. Its a great app and now i can say great service.,2
"('5',)","Review Text 419: I'm bipolar, and have been told to do mood tracking, but could never keep up with it until I got this app. It wasn't a moment too soon, as my mood had been getting lower. The quick questions 3times a day, took no effort. The app picked up the warning signs of a major depressive episode, and, after a few more questions, told me I needed to call for help right away. I went inpatient that day, and got out today after a week in a behavioral health center. Life's looking a lot better now, and I'm definitely glad I got Moodpath, because I might not still be alive now without it. It really helped. Thank you.",5
"('4',)",Review Text 423: I think this app could be improved by adding variables to it. Asking base questions to establish a foundation on which to score your mood after the 14 days.   EX: How do you cope with stress? List some coping methods.,4
"('4',)","Review Text 426: I love this. I have severe depression, anxiety, and PTSD (probably more lol). Mindfulness is important and I love being able to track patterns.  Still in the 2 week data collection phase, so I will update once that's done. But the information provided on background, biology, learned helplessness, and etc is great.  Thankful for this app! I never write reviews either so there ya go lol",4
"('10',)","Review Text 428: I use this app every day. I print out the doctors letters and use them to slow my doctor exactly how I've been feeling. Great for anyone to track their moods. I wish there was a little more variety to the questions, but what questions they do use are appropriate. Great app!",10
"('2',)","Review Text 434: This app is great if you want to keep track of your emotions. I really appreciate it. The only thing I don't like is that you can't correct the last question of the three. But that's nothing you can't ignore (or improve). Still, I love this",2
"('5',)","Review Text 443: I just love the app and it helps me realize how I'm actually feeling and focus on my mental health. I think people are too caught up in other things to understand how important it is. I don't want to bring up the tradgedies that have struck my high school or Douglas and others but those people fell through the cracks, and focusing on mental could've kept them from harming so many. I think if you want to hurt someone you will, no matter if you take their gun away or not.",5
"('4',)",Review Text 452: I've been waiting for somebody who is interested in the field of psychological well-being 2 make an app that could help me manage my bipolar type 1 disorder... Without the pain and embarrassment of bringing someone else real into it. Now I can track my triggers using my voice to type when my hands are too shaky and my eyes are focused in. On. MyBipolarize.,4
"('4',)","Review Text 454: Really easy way to keep track of mood, removes a lot of hassle. It would be good to have the ability to set specific notification times (moods can vary significantly from early to late evening), and also to edit answers within a specific timeframe (for incorrect clicks)",4
"('3',)",Review Text 469: I really really like this app. It feels like someone has got your back in those bad days when you feel alone it also really helps to sort out your feelings when you don't know yourself how you're feeling.,3
"('4',)","Review Text 487: I've always been awful at journaling but this really helps keep me on track. Questions, for some reason, have always been easier for me to answer than free writing.",4
"('3',)","Review Text 927: I haven't finished my first 2 weeks yet, but I'm excited to see the results. I have a therapy session tomorrow and I think I'll bring this up. I find it a helpful way to document my mental state because by each therapy session when my therapist asks I can't remember entirely. 5/5 so far for sure. Thanks for allowing this app to be free. It's helped me think about my feelings in a deeper way outside of therapy and it makes me feel good to finish with the questions throughout the day. While I may not be accomplishing much else it feels like a pat on the back almost... almost. :]",3
"('4',)",Review Text 928: The information section is easy to understand and informative. The text is also big and paragraphs are small with big spaces between making it easier to read. The questions and the ability to see your progress and acrue more data for a more conclusive look at your depression is very helpful. I think it would be nice to have more questions. The same 10 or so questions get boring after a while. Otherwise this is a really good app. I like it a lot.,4
"('2',)","Review Text 930: Great app to use with your therapist.  Edit: This app is great, but after the first phase of questions it stops sending push notifications even with that setting turned on. Obviously my brain has issues doing this so this makes a helpful app pretty useless. Fix this feature please and I will return 5 star rating.",2
"('2',)","Review Text 931: It's great :)) anyone with mental health issues, depression, anxiety or whatever. It's great I attempted suicide not to long ago and this app seems like the best app to track my episodes to prevent it again.",2
"('3',)","Review Text 936: It's a great way to log your feelings in a simple way. The questions help with understanding what you're going through and the articles are useful for info, 5 or of 5 for me.",3
"('6',)","Review Text 937: Very helpful and accurate. My only issue is that it really only asks about decreases in appetite, whereas some people increase their appetite/binge when depressed.",6
"('3',)","Review Text 942: I really love the idea of the app and the knowledge available for it, however I was ultimately disappointed. I think for some it may be a fantastic choice, but as a person with functioning generalized anxiety disorder and random but sudden bouts of depression, this app failed me.  I really like that it checks in throughout the day, but wish it offered more time as I ended up missing some of the question blocks and doesn't seem to tack on extra events at the end of the two week period to make up for it so you're left with missing data. It also requires an Internet connection, which was problematic as I went out of town and had no reception or Internet and missed several days. I made a mistake in one of my entries and there seemed to be no way to go back to change it. I also wish you could specify the times as my depression hits late at night, long after my last batch of questions for the day. I think the questions should be adjusted slightly, to specify ""currently"" as in, ""are you CURRENTLY feeling like this?""   I suffer from generalized anxiety disorder with some depression on the side and was advised by my psychiatrist to try to track my mood while we attempt medication. Again, while a great idea in theory, ultimately the app failed me as it says that I'm fine, and as ""normal"" as the rest of society. I know this isn't the case and that I just happen to be high-functioning which is how I got to the point I am at now with random and sudden mood changes which before I had no explanation for. I would always compare myself to others who had deep-rooted depression and, recognizing they had it much worse, made excuses for why I was feeling how I did. But that's what they were. Excuses.  BOTTOM LINE, this app is meant to be a guide and may not work for everyone. There are many forms of anxiety and depression, and if you feel off, sad, or overwhelmed consistently, please see your doctor.",3
"('4',)","Review Text 964: I do love this app. It's very helpful. I would give it 5 stars but I am confused by the link that's sent to my therapist (great feature though!), the site is in German. Is there a mirrored site for US users? Like many others, I am very careful about what looks like spam. Especially since I sent the link via text.",4
"('4',)","Review Text 965: A really effective platform for tracking moods, emotions and related info. Unobtrusive app reminders help to keep me on track with entering info 3x a day. 600 character comment area with each entry allows me to note specific events, emotions, etc related to mood. Looking forward to receiving assessments after 2 week tracking period. Well done!!!",4
"('11',)","Review Text 970: a wonderful app!! really helpful in watching my moods, though i only have one teensy issue with it: my days start Very early, at abt 0400, and end at about 2000 - but the last block of questions arrives at a much earlier time than my usual end-of-day lol (at about 1400 i think?). i think it would be rlly useful to have a function to maybe edit the times that the question blocks appear? or even how many there are! bc that would certainly better encapsulate my mood thru the whole day, y'know?   otherwise tho, a stellar app!! thank you all so much ❤❤❤",11
"('4',)","Review Text 976: I like how interactive it is, very informative and I think this will be beneficial after the 14 days days to see what the analysis says when done.",4
"('10',)","Review Text 1000: I've tried a few different mood apps and this is the best. It does all the work, which helps when your motivation is low at times. Not only does it unobtrusively ask you questions about your mood you get a summary. A doctor's letter and a code for therapist or your Dr to track w you. It has education about depression and coping methods. This is definitely the next generation!",10
"('5',)","Review Text 1001: As much as I agree with the last reviewer (the more info available, the less stigma exists), I found this app to be extremely helpful on a personal basis. One 'maps' out their moods, then there are sections where one can learn about the various aspects of depression. It's not all the same for all people. Very helpful! Keep up the good work!!",5
"('4',)","Review Text 1002: This app makes my heart so happy. To see that information like this is becomming more and more available to general public is making it possible for the mental health stigma to lessen, mental awareness increase and allows for people who struggle with mental health issues to feel normalized and validated in their experiences. The app ran well for me and provided me a great deal of insight into depression. Thank you for all the work you've put in and I highly reccomend this app to anyone seeking insight into their mental health.",4
"('2',)","Review Text 1003: Great app for tracking your moods. This would have been great had I known about this last year, but would still recommend this to anyone going through a hard time. It will help you narrow down how often you are feeling distressed and what is causing it at that time.",2
"('2',)","Review Text 1005: It is a great app for tracking depression, but is missing some useful features. It would be great if I could keep notes of changes in my medication there as well, maybe also some sort of input field to summarize my doctor's views from the monthly visits. Also - why on earth is it not available in 'my country'? I have to use my Norwegian credit card to download the app, and so I cannot share it with some others in my country who would otherwise have benefited from it greatly.",2
"('4',)","Review Text 1006: An amazing tool, makes it simple and easy to keep track of your mood. Especially of you suffer from an illness like bipolar disorder like me. This app helped my psychiatrist take a better look at how frequently I had manic episodes and adjust my meds accordingly!",4
"('6',)",Review Text 1008: I definitely recommend this to anyone going through depression anxiety or low moods. My tip is to add a reason as to why your mood is how it is at the end of each survey- it really helps to find triggers when you are reviewing your moods and surveys.,6
"('6',)",Review Text 1010: Really good information. Its cool to see how your mood changes throughout the day and can give you insight on how to make those times better.,6
"('5',)",Review Text 1011: This app helps me realize pain doesn't last always and it gets better as long as you start hard and finish even harder.,5
"('6',)",Review Text 1013: Really useful t o find out information I've only been using the tracker for a little while but as am information app alone. It's well presented and really interesting.  I really think the format of questions is good too,6
"('3',)",Review Text 1014: I like how this app gives awareness and information about ones feelings. It helps me feel better being able to chart my mood and have easy access to resources.,3
"('4',)",Review Text 1019: This app provides a way in which you can monitor your mood and how it may change throughout the day or even week.,4
"('4',)",Review Text 1024: Just starting it now. The amount of information in this app is impressive. I'll revisit this review later on.,4
"('2',)",Review Text 1030: its great because it is confidential and informative as well as interactive,2
"('3',)","Review Text 1060: Very good app....helps me talk about my personal feelings, and not just in person, either...",3
"('10',)","Review Text 1075: It's been tremendous to see a mapping of my moods, and to have a collection of symptoms that I can take to a doctor. I always seem to forget what to say when I visit a doctor; this will be very helpful. Using this app has been one if the best decisions. Thank you for making an app like this!!! &lt;3",10
"('4',)","Review Text 1076: So far it's been helpful. I'm glad an app like this exist. Not a real issue, but I have noticed quite a few spelling mistakes.",4
"('10',)",Review Text 1086: It seems like a decent app. However after the 14 days when the doctors letter is meant to become available it comes up with a notification saying it isn't available until after the survey phase? Which is meant to be the first 14 days...,10
"('4',)","Review Text 1099: It's a good app, although sometimes when it alerts me that new questions are available, it does not prompt me to answer questions when I open the app. This has caused me to miss several questions so far. Also, I think that it would be better if we could track our mood throughout the day, not just three times. Some people's moods can change rapidly, and I feel it would be more accurate if we could give more information per day.",4
"('6',)","Review Text 1105: I really like this app! When I don't understand something,  I get frustrated I like how they educate you on mental health. I have had suicidal thoughts recently and I may not be alive if it weren't for this app. :)",6
"('4',)","Review Text 1141: The survey phase is over, but I still don't get a result",4
"('3',)","Review Text 1171: This app has been quite helpful, actually. I didn't realize what all was actually happening until I started logging it. Three times a day for 14 days, and you can restart after that 14 days is up if you feel you need to. This has been such a wonderful app. Plus, it teaches you about depression if you want to learn, which helped me understand myself a little better. May not be the kind of app for everyone, but it's worth a shot if you're into answering questions and logging your mood.",3
"('4',)","Review Text 1173: I'm only on day one yet, but it's captured my interest. I have memory issues so it's hard to recollect my mood fluctuations to my therapist. I think this will be a good tool to keep track of everything. Nice and easy user interface as well. Overall pleased so far!",4
"('4',)","Review Text 1175: Really liked that there are set questions to answer rather than trying to rate the level of depression or mood myself. Liked that there is something you get out of recording info; the assessment letter.  The knowledge section was a good read, even though I have read a fair bit before.",4
"('1',)","Review Text 1176: Simple and informative! I find most mental health apps overwhelming and lose interest quickly but this app has kept me engaged and active! After using for several weeks, I love this even more! So easy yet so much offered if needed",1
"('4',)",Review Text 1179: Nice app that asks to track your mood 3 times a day. The result after 2 weeks were not so detailed. I tried it again while trying to choose extreme values for my answers then the report in the next 2 weeks was more expressive. Nice app and has useful information to read.,4
"('5',)","Review Text 1188: This app is amazing. It has a simple and beautiful interface, it helps you keep your thoughts clear and emotions in check. The app even offers to connect you to a hotline when you're feeling your lowest. I love this app and anyone who needs a little help keeping track of their emotions is sure to love this app too.",5
"('3',)","Review Text 1199: I love it, being able to learn about what I'm feeling and seeing visual representations of my mood is very helpful for me. I am yet to finish the 15 days to get the results",3
"('1',)",Review Text 1216: Only used it for a few days but seeing it value already...unfortunately a couple of pages were in German even though my settings are for English.,1
"('9',)",Review Text 1: very helpful and a perfect way to track your feelings while also taking  steps to relax. Love the options they have. the breathing has helped me a  lot as if noticed I am now doing it on my own in stressful situations,9
"('0',)","Review Text 13: Very unexpected to find such a personal assistant with the actual potential  to bring back balance and self care into my life. Incredible variety of  strategies, exercises and angles offered. *WARMLY* recommended to at least  check out for relieving anxiety and depression, even only in ""light form"".  After a couple of days, I signed up for one year (pay attention, there are  special offers of up to 40% discount 8-) )",0
"('6',)",Review Text 14: I've experimented with different apps to help with stress management and  preventing myself from spiraling into anxiety tunnel vision and this really  helps. It's straightforward and offers a wealth of resources for you to  tailor to your specific needs. I'm still navigating through the resources  and bought a subscription for it and its given me a sense of positive  forward movement in improving my mental health. I really like the option  for helping you find a therapist near you if that's the level of care you  need. This is a pretty comprehensive tool and I'm looking forward to using  it on my journey of self-improvement.,6
"('1',)",Review Text 19: I love it. I couldn't find a better therapy app if I tried. It's very easy  to use and is often very helpful. I'm glad I downloaded it. I would  definitely recommend it to others.,1
"('11',)","Review Text 33: This is absolutely excellent for anyone looking to help manage their mental  health in a small, manageable format. It's absolutely excells, and even  without paying for everything provides some way of moving forward. Thank  you so much.",11
"('6',)","Review Text 34: really good app for my anxiety, i'm just a little annoyed because evrytime  i select a picture from my gallery to my hopes list the app closes and  opens again, that's why i can't put any pics in it :(",6
"('6',)",Review Text 37: I really love the many different facets of this application. There are many  ways to help stay focused on your daily and overall goals with regard to  health.😊,6
"('6',)",Review Text 41: This app is amazing I love it it has really helped with my anxiety,6
"('4',)","Review Text 56: I've tried setting it up 3 times and each time it gets stuck on the  ""Pacifica will check in on you at (time)"" screen. Might be a good app if I  could actually use it Edit: I appreciate the offer and the swift response  but that would be dishonest of me; the bug stopped half an hour after I  posted this review and I just couldn't figure out how to edit it :P",4
"('0',)",Review Text 59: I love love love this app and has totally changed my life. I wish the  meditations where available offline but other than that it's absolutely  amazing.,0
"('11',)","Review Text 61: This app changed my life. It's easy to use and has so much content. You can  journal, do guided meditation, use group chats, track health goals, monitor  moods, and so much more. It has helped me so much; with anxiety,  depression, day to day challenges, relationships, etc. It really saved me.  I cannot recommend this app enough. Thank you Pacifica and the supportive  Pacifica community.",11
"('4',)","Review Text 64: It a very good app. I had recommended this app to my friend. The only  problem i have is when i use it outside of my house with data connection on  my phone , the app keep showing its offline some features unavailable but i  do have a connection. Wandering its any way to fix it.",4
"('4',)",Review Text 66: I love this app my favorite part is the support from other people. They  have Ptsd chat. I was wondering if Pacifica could offer free therapy,4
"('5',)",Review Text 68: Absolutely love pacifica! I definitely recommend it to people who are  depressed or just overall stressed out. There are many different tools in  the app that offer help :),5
"('0',)",Review Text 75: Helped me through a really rough patch in my life this year. Would  recommend to anyone.,0
"('11',)",Review Text 103: This app helps me to feel so much better. The free version allows you to  use so many features yet I don't mind paying to get more. It'll be cool if  we can edit our previous hopes or thoughts. But anyway thank you.,11
"('2',)",Review Text 105: This app relieves my stress and make me confident for events and it has  great meditaion.I love it.,2
"('2',)","Review Text 112: Great app. Lots of quality, free content. The community is lovely. The  developers are incredibly responsive to issues and suggestions for  improvement. My overall mood has drastically improved since I started using  it.",2
"('1',)","Review Text 121: I haven't been using it for very long but the meditations are lovely and  the journaling is pretty helpful. I like the way it is designed and if I  still like it and am using it regularly in June, I will update this review.",1
"('0',)","Review Text 126: The app has helped me become aware of my moods throughout the day.  Why is this important? It helps me identify thoughts that have given me the poor moods or the amazing ones.  The app also has many other tools.  You can track daily goals and focus on a purposful life.  Also,  it has guided meditations to relieve stress and anxiety.  The app is amazing if you utilize it to its fullest potential.",0
"('5',)",Review Text 127: All in all it's a pretty good app it helps me understand and identify thought traps that bring me down and the mediation helps so much also being to post quotes and many other things this app has a lot of good qualities. But there are some things you can't access unless you pay for the whole app.,5
"('7',)","Review Text 129: Really love this app, especially how it allows you to record mood and track  negative and positive habits. Am really tempted to upgrade as I'd like more  open access to the meditation library but am concerned with the quality,  especially regarding the ""peaceful soundscapes"". The clipping (few seconds  of silence) that occurs around every two minutes is so awful it disrupts  any focus and calm that I've been able to move towards in my meditation. I  still use other mediation apps, in order to avoid this, but can't see  myself upgrading until this is remedied.",7
"('7',)","Review Text 130: I love the potential of this app, but tbh it frustrates me often bc the background sound that is so useful in calming me often cuts out and stops playing randomly... I'll be in the middle of a meditation and suddenly the sound will stop and all I can hear is the voice. Then my anger bubbles up and the meditation becomes pointless bc I'm too let down to relax. I only paid for a month and was considering a year but this is too upsetting for me bc it happens far too often, so I will likely go back to the free version until this bug is fixed.",7
"('1',)","Review Text 213: Has free and paid features. I'm only using the free version right now, and it's been really helping me to keep track of and better control my stress and worry. Would definitely recommend for anyone that can't get actual therapy",1
"('11',)","Review Text 214: Before I installed Pacifica, I have been going through tons of stress, anxiety, worries, and overthinking with thoughts that cannot go away. With Pacifica, I can select my mood, set goals, meditate, take deep breaths, write hopes, and more all in one! Thank you so much, Pacifica, for making me feel so good!",11
"('3',)",Review Text 255: This app is amazing! I love how it asks me how I'm feeling. It let's me set daily goals. It has different types of meditations. It has group chats that are so helpful. I don't feel like I'm the only one that has these issues anymore. I also like that it is so easy to use. Thanks for creating such a useful app.,3
"('9',)",Review Text 257: This app has been so helpful for my depression and generalized anxiety. The meditations really help me relax anfocus and the goal setting has made a huge difference.,9
"('5',)","Review Text 260: A huge help to me, a frequent anxiety and depression sufferer.",5
"('9',)","Review Text 272: This app is amazing! Its helping me relax and calm down. I suffer from anxiety, depression, some anger problems, and stress, this app helps me cope with that.  Though there is one thing that makes me SUPER anxious, when ever I go to the hope board, and try to add a picture, it takes me back to the loading page! Every SINGLE TIME.  Please fix this!!",9
"('0',)","Review Text 276: Absolutely love it. It's like having a friend every step of your life, and one that has all the solutions to life's complexities. Will get the full  version shortly.. Great concept and cheers to the app developers. Hope you'll don't stop at anything.",0
"('3',)","Review Text 279: This app really helps me take notice of how I'm feeling and reminds me to do things that help aid in those feelings. It's therapeutic to write about what's happening at any given moment every time the app asks 'how are you doing?'. I wish there were more features available without purchase but I like it so much, I'm considering upgrading.",3
"('0',)","Review Text 283: Amazing for balancing life! I find myself typically feeling scatter-brained with a million things on the go and this helped me find my center. So much so that it drove me to write my first review, as I really believe others can benefit from this app! Try it out, out won't regret it.",0
"('2',)","Review Text 287: AMAZING APP! If you're dealing with Depression, Anxiety, or heck, even self harm urges or you just want to chill to some peacful sounds, this app is juat for you. It's great. I have been using it for a while now, and it had helped me greatly.",2
"('3',)","Review Text 291: Quality of app is fantastic. It's not just a guided meditation app, though I like those, this one tunes to your feelings and mood and suggests what to do to feel better and it really works! So far this may be my favorite app in this category.",3
"('2',)","Review Text 295: 🌟🌟🌟🌟🌟Wow-what a great app. I love all the features that are there to help me cope with stress and anxiety. I love everything about this app! Very easy to use and it walks me through each new step and each new day and new activity. Great, wonderful, superb, excellent, I wish I could give it 10 stars. 🌟🌟🌟🌟🌟",2
"('1',)","Review Text 300: This is so helpful! I was so horrible without this. Now that im using this, ive become less depressed and more productive. Im becoming a better me!",1
"('5',)",Review Text 307: I've only had this app a few of weeks but already it has proven to be very helpful & comprehensive to help improve my mental health,5
"('0',)","Review Text 308: This kind of app can be so important and good in someone's life, when anxiety comes to me It helps me a lot, I love it",0
"('4',)","Review Text 324: It is amazing and I love it, you can do so many things and it is stress releasing and fun",4
"('0',)",Review Text 409: Wonderful app to work on small and larger goals towards a positive life. The choices to focus on under various headings from work or school to personal and much more allows issues in all areas of a persons life to be enhanced with the apps supports. Highly recommend.,0
"('5',)","Review Text 412: This is a beautifully designed app and I do quite enjoy using it. I love that you can connect with people and there is always someone able to talk with you. It's very helpful, thank you",5
"('5',)",Review Text 414: I love it. I've been having some bad days and this app helps put my mind on the right path,5
"('6',)","Review Text 417: Great app, really making a difference to my life.  Enabling me to really stop and think about my emotions for the day.  Love it!",6
"('6',)","Review Text 462: I really appreciate this app. I don't have insurance or anything to help cover costs of therapy and multiple doctors visits, but this app is second best. I was personally contacted by one of the creators when I joined, which made me feel very welcome. The meditation in the evenings really helps,me to relax and get good sleep. The community is unlike any other. Thank you for this app! 5 stars for sure.",6
"('1',)","Review Text 463: Very helpful app, very easy to use. Easy questions to fill in or clear explanations. Very encouraging to me in times of mental struggle. It also doesn't matter what kind of mental struggle you have, its not specific but broad to use. Has been helping me greatly to cope! Can advise it to anyone who can use some extra support",1
"('4',)",Review Text 464: This app is absolutely wonderful. It's helped me manage my anxiety without any pharmaceutical. Its breathing and meditation practices are a blessing. Interface is super simple and 100% user friendly. I've told all of my friends about this app. I absolutely love it and am so thankful for it.💖💖💖,4
"('6',)","Review Text 469: This app is really helpful for mood snapshots and patterns. There are lots of lovely tools for managing anxiety, for sharing both good and bad thoughts, and a nicely supportive, anonymous community to bolster you.",6
"('1',)","Review Text 521: Absolutely wonderful. I have been struggling for years to get my anxiety and depression under control and have never been able to do so. I downloaded this app just to see if it could help. I had the free version for less than a week and I just had to get the one year subscription. It is worth every penny. The guided meditations did more than just help me to focus and relax, but helped to just breath properly. The guided paths are useful and I think will help anyone who doesn't know how to use the app at first. The app is quite easy to use and doesn't take much time to get the hang of it. I have gotten so much of our the group chats. They are filled with understanding and caring people just like me. So much support to be had there. The health tracker is probably one of my favorite features because I have a difficult time remembering to take care of myself and everyday I check my health tracker to make sure I am doing what is best for me. You can also set reminders in case you forget. The thought journals are particularly useful because it helps me to see all sides of every problem and not only that, but it helps me to take away the negative and replace it with something positive. Whoever created this app really had people's best interests in mind and I am so glad that I found this. This is such and amazing tool and I can't see myself never not using it again! I would recommend this app to anyone who is looking for guidance and support.",1
"('5',)","Review Text 554: A fantastic app that has helped myself and countless others take care of their Mental and Physical Health. There is no pressure to use it every day which is refreshing. Helps you to be mindful of your emotions and how your lifestyle can alter your Mental Health. Absolutely brilliant app, can't recommend it enough.",5
"('5',)","Review Text 555: I loved that the free content in this app is so varied and helpful. I don't feel like I'm getting shortchanged or conned into buying something I might not be able to afford. It's really helpful to be able to have all my mental health support in one app, so thank you.",5
"('1',)","Review Text 556: An absolutely phenomenal app. I use it as a client and as a practitioner and constantly get nothing but great feedback. Super easy to use, beautiful to interact with and listen to, and most importantly, a dedicated and responsive customer service team. Huge fan, recommend to anyone that it might apply to!",1
"('4',)","Review Text 637: Initial versions of this app needed improvement and those changes were made.  The developers were very responsive to user suggestions, as well. I found the groups idea to work in theory, but strange to participate in. Consequently the more  customized the app became, fewer bug fixes and updates. I tried all the suggested fixes, but for me  the website has been frozen for months. In spite of the benefits of this app, I for one will not renew my paid subscription",4
"('3',)","Review Text 639: I love the mood and opinion section, I feel way better when writing about my thoughts, without the need to share to someone else than me... But still feel like I'm letting things out 🙂",3
"('4',)","Review Text 662: Excellent app. The only problems are that there could be a larger library of meditations and that they think the Republic of Ireland is part of the UK. Seriously guys. Sort it out. We are two entirely different countries. That's like saying that France is part of Switzerland, Portugal is part of Spain or Belgium is part of Germany. Ignorant and offensive.",4
"('1',)","Review Text 665: this is the best app for mental health patients. the layout is easy to use, aesthetically pleasing, and the public groups are so friendly and welcoming. only been using this for about a week and a half but i already love it so much!!!💛it's been really helping me. and the health habits to take my meds and what not are super helpful!! would definitely recommend because of all the resources - i hope to buy premium soon!!",1
