,review,cluster
"('4',)",Review Text 1186: The app has poor grammar throughout and the questions it asks are strange and oddly placed. The grammar issues in the classroom section and the relative general nature of the info provided in it make reading any further feel like a chore. It's as if I'm rewashing some dishes I just washed a few minutes ago. I'm deleting as soon as I hit submit on this review.,4
"('4',)","Review Text 1205: Whether its a typing error, or whatever on one of the quizs it says the answer to what to do during a depressive episode is to 'not burden friends with problems and wait till you feel better to mention it'. I think you should put more care into an app like this...",4
"('6',)",Review Text 1355: Guys I really like the app however it's not asking me questions anymore and it's nearing the 14th day. It doesn't give me any countdown at the top of the day it's just circling. Please help. I really like the app,6
"('4',)",Review Text 36: Its bad the worst app for using community stuff. Very unfriendly to  depressed !! Im shocked. I got banned,4
"('4',)",Review Text 53: Pricing is absolutely absurd. Don't bother with this past a few days of use.,4
"('1',)","Review Text 57: I can't get anything to load after the ""getting started what time is  available to you"" screen",1
"('6',)","Review Text 523: Seriously disappointing. I was actually looking forward to using the community chats to help me relieve my stress, but every time I tried to write a post it would ask me to make a nickname. Every time i put something in and hit submit red letters came up saying ""please enter your nickname"" regardless of how many I tried. If it did anything it increased my anxiety because I finally wanted some help and it doesn't even work",6
"('4',)","Review Text 885: I downloaded it, made an account, and now I'm stuck on the '3 ways to use Pacifica' thing, I've tried swiping up and down and I clicked on everything and I can't get rid of it? I also noticed some of the options were cut off at the bottom of the screen, like the 'next' buttons were cut off halfway. I feel like an idiot is there something I'm missing?",4
"('2',)","Review Text 1061: I love the concept of the app, but they charge way too much for it if you want to use most of the features. I would be fine paying a few dollars to buy the app, that would be fair. However, they are trying to charge a subscription fee of $6 a month for month to month, and $3 a month if you pay for the year. Very unhappy with this.",2
"('4',)",Review Text 1067: BEWARE!!! If you sign up for this they will charge your card automatically every year. Terrible business model and way to piss off your customers. LET US DECIDE TO RENEW!!!!,4
"('6',)","Review Text 1068: Doesn't even deserve 1 star. Avoid the groups within this app. My account was suspended because I stood up to bullies and was unnecessarily flagged. I'm now told it won't be reinstated. People will flag you for just saying ""hello"". Heaven forbid if you have a different opinion to anyone else's. I was verbally attacked and antagonised by a group of people. I reacted and now told to basically F off by the creator Chris. Don't waste your time downloading this app especially if you have health issues. It will only make things worse.",6
"('4',)","Review Text 1689: Looked really good but won't let me click 'okay, got it' after it told me it was going to send me nightly reminders, possibly a bug.",4
"('1',)",Review Text 2058: There's a bug. It crashes every time i try to open the app.,1
"('1',)","Review Text 2: Very shoddy. Frequent crashes. Screen lag or just unresponsive at times.  Have to force close often. Also, high battery drain for some reason.  Noticed this on two different devices. Honestly, the service doesn't seem  to be worth it. Updating this because this app is still utter garbage. Noni  barely works. Listeners are an even lower quality. Just don't use the app.  Look for a psychologist in your area. That'll be more helpful than this  could ever be",1
"('3',)","Review Text 3: I have a huge issue with these so called ""listener's"". These people have no  idea what they are going on about, spread misinformation about mental  health, have lack of empathy and never reply. When I politely told a  listener that they were being unhelpful after they told me that ""therapy  was useless"" they joked about it and then blocked me. I seriously hope  people never go to them for advice or support as they are so careless and  have no knowledge on the issues I discussed with them even though I found  them in the OCD category. Please train the listeners properly.",3
"('3',)","Review Text 4: Useless, u will pick a listener and he or she would listen to you for only  15 minutes no more and after that they leave the conversation or stop  replying to u.. even when they reply they talk too much time.. and if u  want a help of a therapist then you gotta pay for it ! :D .. completely  useless",3
"('3',)","Review Text 6: Boy this app is SUPER buggy. Slow, so slow in fact that you are not sure if  it's still running or not. The listeners are very nice generally. That is,  if you can actually connect with one. It shows many listeners as available  but are not active. And it is VERY pushy about constantly trying to get you  to pay for a therapist through the app.",3
"('3',)",Review Text 8: What? I am listener in 7cups also a member but this app always so bad. So  so bad. Why I have to use website for 7cups always? This app give me  headache. Please fix it. Due to this I left 7cups.if I can't listen to  members in the app peacefully than there is no need for using this app. Fix  it please so we can talk freely and listen carefully.,3
"('6',)",Review Text 14: I have no idea why they added a disclaimer that you have to agree you are  not suicidal. That's like saying you're a hospital but you don't take  anyone in who is injured. All that does is ostracize even further the  people who need help the most.,6
"('4',)","Review Text 21: I attempted to use this website AND app. Useless. The bot explained the  first 3 days would be free then charges. No information on the costs. The  damn bot kept asking questions and every time I responded, only asking of  the cost it responded in the affermative on the question it asked ie: age,  gender, etc. It completely disregarded my concerns about the cost comment.  It kept sending me 'inspirational photos' even after the 'Stop' prompt, and  wouldn't even comprehend the information I did give it about my problem. I  could talk to drying paint and get a response back better than this.",4
"('3',)","Review Text 29: This Email is couple things that I feel need to be addressed. The first one  being that the quality of Listeners has significantly dropped since I  started using your service when it first came out. First as a member then  as a listener. The problem is that when I connect with a listener they  either don't respond after saying hello, or do not have the capacity to  respond in any sort of helpful manner. It's an issue of professionalism.  While I understand that you can't fully control the quality of listeners on  your service, I think that you can do more to screen potential listeners so  that you can provide a better service to those of us that are in need. The  people on the other end of these conversations are actual people with real  problems and if you do not do everything in your power to ensure that they  get the help they need, then what is the point? The other issue I have that  I feel needs to be addressed is the availability of your listeners that  supposedly are available but never pick up a request. I have searched for a  listener to take my request for up to an hour. And even when I do get  someone to respond, I get one word responses that show no amount of  interest or sympathy. If you have listeners that are online and they are  not actively taking requests then I suggest that you give them three  chances to take a personal request before locking them out of their account  for a period of time. This service is a great tool for those of us that  need someone to talk to but have nowhere to go for help. But if the quality  of your service is poor then you're not really helping anyone and I just  don't get the point. Thank you for reading this and I really hope you take  what I I've said seriously because I feel that it will help you with  creating a better service. Thank you.",3
"('3',)","Review Text 48: Trying to talk to someone is slow, the advice you get is junk at best. And  if they don't like what your saying they just stop talking",3
"('3',)","Review Text 58: Unfortunately ran into a creepy stalker on here. That's messed up. Please,  verify your listeners more.",3
"('1',)","Review Text 228: Well, I connected to one person who only said 'Uh huh' over and over and  now the app is stuck on a broken chat and won't let me do a thing. Every  thing else on my phone is working perfectly so it's a bug or something.  Hopefully it works in the future and I can change my rating",1
"('3',)","Review Text 234: Horribly buggy app... Listeners will just stop talking... Find something  else, this app just makes things worse.",3
"('4',)",Review Text 246: I could not chat with anyone because the chat bot broke.,4
"('3',)","Review Text 261: Terrible. I paid for a therapist for a month. She stopped talking to me 5  days before that. Deleted our conversation so I couldn't re read anything.  Even if she didn't want to talk to me for whatever reason, still should  have left it up. Would have been nice to have her say why she was not going  to talk to me. I tried emailing customer service and they ignored me. I  will never try counseling again. It's a waste of money, time and energy",3
"('2',)",Review Text 262: Beware: do not try their so called 'free 3 day therapy trial'. I canceled  my trial the next day and still got robbed of $150 usd. They are quick to  rob you but not so quick to settle disputes. The free service with  listeners is great though. Very welcoming.,2
"('6',)","Review Text 263: People took ages to reply, months even, and often left me feeling worse  because of this. I'd get constant notifications saying ""We hope you're  feeling better!"" When the app had done nothing for me at that point. The  interface is confusing and slow and not useful for someone who is caught up  in the moment on the verge of suicide. It also said I was getting better  because of my ""Growth Path"" when I had done absolutely nothing.",6
"('2',)",Review Text 265: This app is almost perfect until they require me to pay $150. Are you  kidding? It's too much. Even a $20 is expensive. How much more if it's  $150?! It sucks. I was so happy. Until they shocked me to pay a huge sum of  money. Make it free! The money I can only give is $8. Plus I don't have a  card!,2
"('3',)","Review Text 268: Expensive. Great if you could afford it, but will wait till I can talk to  someone who is cheaper",3
"('4',)",Review Text 271: Can't finish reading the introduction without the app skipping to the next  screen for payment super frustrating.,4
"('3',)","Review Text 304: Went on this app when I was in a bad place and my ""listener"" kept trying to hit on me as I was telling him what was wrong. Luckily I'm smarter than that but for someone to try and take advantage of people who aren't in a good place is really messed up. I gave him a negative review and reported him but the listeners should be picked more carefully. Uninstalled.",3
"('2',)","Review Text 309: Seemed okay, but the ""free trial"" for therapy requires me to input my credit card information. It will not let me back out or cancel at that point wothout shutting down the app entirely.   I understand it can't always be free.but it seems to be advertised as such and im. It comfortable giving my card information without knowing what im even paying for.  I'm sorry if this is rude but the $5 a day charge that you essentially need to agree to before you even get your trial seems like it's preying on vulnerable people.  It does seem like an app that could help a lot from what I can tell but I don't like the approach in that regard",2
"('1',)","Review Text 311: Won't open on my Pixel phone. Gets stuck with the loading screen flashing on and off. Force stopped. Cleared cache and data. Uninstalled and installed again. No luck.  UPDATE: I installed it again, months after my initial review, having completely forgotten that I'd tried before. The UI is horrific! It looks NOTHING like the screenshots. It looks like a child made it 10 years ago. I haven't really interacted with the community yet (my own issues, not related to the app itself) but navigating the app is terrible. The menus don't always open or close. Pressing the back/close button on my phone just makes it jump around from screen to screen, usually the growth path and one of the recent screens I had open, but there's zero logic to it. And it won't close, no matter how many times I press the back button. I have to use the home button to get out of the app, which I HATE!",1
"('3',)","Review Text 312: I've used it as someone talking to a volunteer several times. Only once has it been helpful. The last time I used it I left the chat crying because of how insensitive the ""listener"" was.",3
"('3',)",Review Text 316: Wouldn't connect me with an actual person. Everything I told the therapist  not I had to repeat when I reopened the screen. It told me I was connected  with a listener but she never responded. Perhaps it isn't this lackluster  for other people. But I got absolutely nothing out of this app.,3
"('6',)",Review Text 318: USELESS. Every body is a troll...they don't care...they're very rude and disrespectful and this app should be banned. PEOPLE WILL LAUGH AND MOCK YOU AND YOUR PROBLEMS. GO AHEAD N INSTALL IF THAT'S WHAT YOU WANT,6
"('4',)",Review Text 320: My entire experience has been a nightmare so far. Don't use this app if you are in any sort of a fragile place. 😔,4
"('4',)","Review Text 321: Worst experience ever, it's just a bot answering your questions, and gave the same answers all the time, I payed around 35tl, and I didn't receive anything, the app lag a lot, doesn't work most of the time, no one care they just want to steal your money, I'm gonna report and open a ticket with google, worst app ever..",4
"('3',)",Review Text 330: UI is terrible and clunky to operate. The help is patronising and repetitive. The listeners are untrained and some give dangerous medical advice. Stay away.,3
"('1',)",Review Text 335: Could not open the app even once. Only the main splash screen stays there forever. Tried reinstalling it but didn't help,1
"('1',)",Review Text 440: it doesnt work I tried and wait but nothing happens remain blue screen,1
"('1',)",Review Text 442: I looove you guys but your app is soo frustrating to work with and really poorly designed from a UX perspective. I'm very close to removing it and working with my members restrictly from the browser which is unfortunate as my response time will be slow. The redirects are inconsistent in that most of the action buttons will not work. It's better to just redirect directly into an external browser instead of with the app itself. At least they way it actually do what it suppose to do and it will works when you try to click on a action button like forward or back button with a blog post.,1
"('3',)",Review Text 444: It is a good idea but done extremely poorly. Most listeners have no clue what they are doing and the app is very confusing and glitchy.,3
"('1',)",Review Text 446: This app isn't even opening.. I just installed it yesterday.. what's the problem.. whenever I open the app only blue screen stays nothing more than that..,1
"('1',)","Review Text 448: the app is not opening,its stuck to  the blue loading page. pls help me out how will it work fine?",1
"('2',)",Review Text 459: Looked at the description and it said only $13 a month.  Then i go to sign up and stuff and it says $150 a month.  What a bunch of liars.,2
"('0',)","Review Text 470: This app is garbage. Got charged $150 and when it came to actually writing to my therapist in time of need, my message was ""censored for inappropriate content"". There was NOTHING inappropriate in my message. Go elsewhere for help, because you won't get it here. But they'll gladly steal your money.",0
"('3',)","Review Text 471: So why aren't you addressing the comments about listeners who are inappropriate? I see a lot of complaints under here about the listeners. I talked to a Varcolak(why I don't know because we were in two different countries) after briefly explaining my issues he asked didn't I have family or friends to talk to....okay so why do you even have listeners!! If you are not going to have qualified listeners with some counseling experience then you need to get rid of them all together. At least give them some freaking resources, links something that they can give people!!",3
"('4',)",Review Text 472: The interface on this app is bad...settings is a small side panel and you can't even post a profile pic even if you get an alert that days that it does. I do like all the features but the app doesn't work. You can't comment on stuff. You can't click on community posts. I seriously would like an update so I can engage on the app more without all these bad glitches.,4
"('1',)",Review Text 478: Sooo buggy. I tried using their actual website both on my phone and on my computer and it kept not working either. Plus it's supposed to be anonymous but I have to make an account? That's really annoying.,1
"('3',)",Review Text 510: The people I talked to were helpful; the app itself was not. It spammed so many little tips and suggestions and requests for donations and so on that they filled my screen competely and made it hard to read what my listener was saying to me. Wish I could post the screenshot because wow.,3
"('3',)",Review Text 514: Tried for more than 24hours to speak to someone other than a bot. At one point I did speak to someone who didn't understand the concept of depression. During this conversation I was asked to review the listener and they disconnected with me because I only have them 4/5 stars.,3
"('1',)",Review Text 517: This app was a nightmare. I couldn't enter my details because the page just didn't work. The screen kept getting stuck and this just made me more annoyed and upset than I was before I joined,1
"('0',)",Review Text 522: Bloody hell! You just took 10k right off my bank account without even asking my permission! How can you even do that? You just assumed that I liked your app & want to continue it..Such a scamster!!,0
"('6',)",Review Text 523: Honestly if u put urselves  out there to help then do a good job at it. Please. The whole registering process is so frustrating I'd rather kill myself than go through it again. Honestly it's not helpful,6
"('3',)","Review Text 526: Wow. DON'T download if you want help with depression or anything else. In ""depression chat"" you can be racist and argue about religion. In ""depression support"" you can watch people ""having a few drinks tonight"" and try to hook up - even with a guy who just announced his marriage ended THAT DAY! And in ""compassion corner"" you can boast about how many of your boyfriend's body parts you can fit in your mouth at once. What you CAN'T do is have any more than a one sentence 'answer' to your mental health concerns. Oh, and you can be ignored by the ""listeners"" and PAID therapists all day - what fun and how great for someone already so low!",3
"('3',)",Review Text 527: Tried to talk to several listeners... I told them all my story and after I typed my heart out... No reply...from any of them... Longest conversation I had was maybe 5 minutes... Been 5 days now... Stil no reply on any of the7 people I was talking to... Would be great if the people actually do what they say they do... Most of them asks...are you boy or girl.... And then after I answer boy... Silence... Tells me a lott about what these people actually want... Only girls to getin the comfort zone probably... Will try for a few more days... But if this continues... Uninstalling the app... And wil continue to suffer on my own... Until I can't anymore...,3
"('3',)","Review Text 538: It seemed good at first but I tried reaching two people and got the ""this listener isn't available"" both times. It's also very easy to get stuck in the tab menus and cause a softlock, I've had to relaunch the app quite a bit because it of it. You also can't skip steps. You have to go through the community before getting to the 6th cup.",3
"('1',)",Review Text 539: The app is ugly and it doesn't work well at all.  I'm sure the people on it are kind of supportive but I'm so turned off by how un-aesthetically pleasing it is.,1
"('0',)","Review Text 541: PLEASE someone tell me if I subscribe to something on this app and if I am changed?(verify my account Kassandradeppresion),and if I subscribe to something how can I unsubscribe ?How I can DELETE forever my account (after I unsubscribe)(delete not deactivate)? What is totally free on this app and for  what  you have to pay?(for example I'm to 4 cup I have to pay for that?) Thanks you !",0
"('6',)","Review Text 542: I have never written a review before, but wow this app is awful. I downloaded it, as many other people have, to help with my depression. Instead of getting help for free as i saw this app advertised, i was asked for credit card information for the free trial. While annoying, i understand and ignored that and decided to use the free portion of listeners. I had 6 different people messege me a generic opener and then ZERO proceeded to respond to my messeges. The only response I got was ""wow congratulations for being with us for a few days!""    This app doesnt help people it just is using lonely people to milk money out of them",6
"('3',)","Review Text 547: Seemed promising at first but after no one replied for a few days i realized they just want you to pay for services... which is why i was on an app to begin with (cant afford treatment). If you pay for the services it might be great, but i was just trying to find someone to listen.",3
"('6',)",Review Text 548: If you're here to help with depression or anxiety or any mentak illness you don't have to ask for money. If you're willing to help people you shouldn't urge them to pay you a high amount of moneym that's just full of BS,6
"('2',)","Review Text 553: This app looks like something that really needs to exist in the world.  Unfortunately, the app itself is so broken it's practically unusable, meaning it has to join Tumblr and YouTube in the ""I guess I'll have to wait until I'm at home on my PC"" category. Also, STOP SAYING IT'S FREE FOR THREE DAYS!! I had to enter my credit card information, and then I was rejected because I can't afford the $150 price tag on this ""free"" service.",2
"('6',)","Review Text 554: It made me feel 100% worse I was patronized and somewhat insulted, people just force their opinion of how you should live your life on you and don't care if they make it",6
"('3',)",Review Text 558: I have had this app a total of 4 days and have had 1 listener answer my pleas for venting and even that was only for 1 hour before they stopped replying and never replied again. I tried looking for random listeners and it's like no one is live. Then I kept getting bored messages and I would ask a question with no replies. I'm bummed by this app for giving hope it did not reciprocate.,3
"('6',)","Review Text 561: I signed up for help (reasonable amount as it's a free online app) and the ""trained"" people were useless. Hardly replied to messages and used generic robot speak.",6
"('4',)",Review Text 585: Stupid app. The isteners are abusive kind of dogs! Not recommended to download otherwise you will only get abuse from this stupid app.,4
"('3',)",Review Text 586: My 12 year old son signed up to this app. He has adhd and autism and attends a special needs school. He has the emotional age if an 8 year old child. He signed up wanted to talk to someone about his feelings of being alone in the world. He was befriended by a man a so called listener who turned out to be a paedophile and he groomed my son over time. He eventually got him to chat on different site then he blackmailed my son to send him pictures and awful videos. I tracked the man down and he was arrested. STAY AWAY FROM THIS SITE ESPECIALLY IF YOU ARE A CHILD. IT IS A VERY DANGEROUS THING TO LET A STRANGER INSIDE YOUR HEAD. My son is now seeing a real councillor and he needs it after what this site allowed to happen.,3
"('1',)","Review Text 589: I love the idea of your app, but you just gotta fix the update time of your messages. I've been waiting 20 minutes now for a message I received but it won't load.",1
"('4',)",Review Text 612: Just use the website. The app disables your wifi any time its on text is too large.,4
"('3',)","Review Text 782: The idea of this app is great. But the ""listeners"" didn't want to talk (when their profiles claimed too) or didn't give any advice and remain silent when I can see perfectly well that they received my message.  The majority of their listeners are robots promoting the app or people who don't want to try after pouring your heart out. I understand to each their own but it was just a let down for me and my experience.",3
"('1',)","Review Text 809: I have a newish Sony experia phone. The ZX I think it is? But anyway, the app wouldn't open properly. I downloaded it a couple of days ago, and opened it straight away and it would show the image of a cup, then turn to a black screen. Then back to the cup. Then the black screen. Over and over. Got further into the loading once or twice for a split second and then it was back to the black screen again. I unistalled and reinstalled and the problem is still the same. This is ridiculous that it won't even open. Definitely didn't help my stress.",1
"('6',)","Review Text 810: Just putting the one star to get attention. But the app is broken, it wouldn't work. This needs a fix it will not start. I'm a listener and this app would help me instead of always using the web version on chrome.  To help diagnose the problem, the app starts and shows the purpleish screen with the tea cup, and then goes black for a second and restarts. Like it's locked in a permenant reboot cycle.",6
"('6',)","Review Text 815: it was utterly useless for me, i graded a few listeners and in my opinion they didn't even try. the 'emotional support' from them isn't  as good as i expected. it didnt help at all, it made me even more uncomfortable and sad.   in my opinion i find they tried to sweeten themselves, they're textig to me sent vibes like ""i honestly dont care but please do continue"" not to be rude. but in all honesty i find it wasn't as helpful as i anticipated.",6
"('6',)","Review Text 820: Had high hopes but this app is lagging and the ui just sucks. Used it way back and it was much better. Also, I feel like you have to be constantly active. Joining group chats really annoys me because it takes like a second to get completely overshadowed and imo that makes me feel worse. It's like you have to be there with the most vivid stories to get noticed or even help. Also, the listeners should really constrict themselves to a max 2 members at a time.",6
"('2',)","Review Text 827: Big crooks  . In the name of free counselling for first few days , even before they connect us to someone they deduct $150. Without any invoice and without proper confirmation from our side.",2
"('6',)","Review Text 829: Doesn't offer any real help.  Chat rooms are devoted to what people's favorite foods are and not real issues people deal with.  The connect with listeners and therapists features either never works (no one is available to talk) or costs more money on top of an expensive subscription that gives you absolutely no benefits.  It's also extremely difficult to cancel as you literally cannot cancel it from the app and have to go to the website, then search for the faq about how to do it instead of there just being a button for it and then go to the google play site and search for your subscription there and then cancel it.  Garbage service.",6
"('1',)","Review Text 838: I really love the service but I think this app is broken. I can't get it to start up on my Nexus 6P or my Pixel XL. I wish I could use it but I can't. I open the app, see a splash screen then it goes black and I see the splash screen and repeat. Please fix it and then I'll happily change my rating.",1
"('2',)",Review Text 842: Not compatible with Android 8 Oreo (or it just crashes and won't start on my Nexus) please update app.  Great free app (can pay for therapists opinion idrk) chat with people talk about what's on your mind.,2
"('3',)","Review Text 843: It's a nice idea, but more frustrating than helpful. I tried talking to a listener, and that person was from India. Our conversation went like this:   Listener: hi Me: hello Listener: M r F Me: im female if that's what you're asking Listener: ur problem Me: you know what, nevermind. I'm better off talking to my 5 year old. At least he responds in full sentences.  So then I tried to join the community discussion. Went to the welcome thread, and started typing. I got a call in the middle and answered it. When I got done and tried to finish, the page refreshed and I lost all of what I had typed. So I started over. I guess I type too much because I ran out of room and couldn't type more, so I gave up.",3
"('3',)","Review Text 846: Very expensive! I got charged straight away, currently talking to my bank about a transaction dispute and hopefully I'll get the money back but it's not guaranteed. I had it for less than 24 hours.",3
"('3',)","Review Text 849: I'd give less if I could. They let anyone be ""listeners"" which leads to a lot of trolls. The pp is rediculously hard to navigate",3
"('6',)",Review Text 854: I honestly really wished I could have gotten a chance but they needed my money which I do not have. I am going through a lot and JUST need someone to talk too.. that's it. That's all I ask for,6
"('1',)",Review Text 857: Unfortunately the app didn't work. Launches to the splash screen and enters an endless loop of the screen dimming and occasionally flashes a screen with some clouds before going back to the splash screen. Have a Samsung Galaxy S7 edge running Android 7.0,1
"('1',)",Review Text 889: App just restarts when you try to open it. I have tried uninstalling and reinstalling it but no luck.,1
"('6',)",Review Text 895: Didn't do anything. People all about 'writing on walls' instead of responding to a person in need. I've seen people I message that have been online and have participated in group discussions and get do not respond.  Sorry. Uninstalled.,6
"('3',)",Review Text 899: Having anxiety and listener telling me my reasons are stupid. Don't bother.,3
"('4',)","Review Text 1184: I tried the chat rooms, but there's info popping up every two seconds. So, I have no idea what anyone is talking about. There's no way to stop it either. It's little pop ups that are telling me to connect with a therapist or welcoming to the community. Kinda like a person following you around informing you about the center you just joined. But they're trying to hard so it's awkward and annoying. Please fix this.",4
"('4',)",Review Text 1194: 7 cups as a website is great but the app itself is a very poorly designed. Eg. If you press the back button you keep going back to all the pages you ever visited after you opened the app instead of just going to the main chat/path page. The resolution seems to randomly fluctuate when i come back to the app from the recents menu. Just behaves really strangely sometimes. It also doesn't have all the settings from the website so you have limited control over your profile if you only plan to use the app. It lags often and is bughy. This app really needs an overhaul.,4
"('6',)","Review Text 1195: this app is great if you like being ignored. group chats are pointles conversations that go nowhere. the welcome team asks if you need help with anything, then never respond when you actually ask them something. and the listeners almost never respond. cant imagine why anyone would pay these people for a ""therapist""",6
"('6',)",Review Text 1205: I have been using this app for a long time now and have not met one person who has helped at all. The listeners suggest ludicrous ideas of helping and they charge a ridiculous amount for therapy,6
"('4',)","Review Text 1215: l have to pay to feel better about myself. You can not be serious right now. lnstead of feeling lonely, l feel angry!",4
"('6',)",Review Text 1218: You have to pay for the app after 3 days and that's about $150 a day like really people is stress have that sort of money yeah right,6
"('3',)",Review Text 1227: The app froze and I was unable to connect with my listener within 30 seconds of connecting.,3
"('6',)",Review Text 1257: I thought this app was gonna help me but all you want is money,6
"('6',)","Review Text 1335: Complete garbage. Will lock u in for $150. Nom refundable. All they say is go for a walk. If u are new to jeeding help, maybe itll work for u. For those of us who have been seeking real help for years it is worthless. And EVERYTHING on there is an up charge. Huge waste!",6
"('4',)",Review Text 1341: Stupid app if there's NO F-ING option for what I want. Why do we have to pick from what you think. Should make it where there's a box and you put other and have a description or something. I can't use this s******* app if my options not available.,4
"('2',)","Review Text 1344: BEWARE , the ""free trial"" is basically a scam. Might have enjoyed using it if not for this fact: I didn't get any response during the trial period, forgot about it, then later noticed a 150$ dollar charge on my card. You have to actively cancel the subscription to get out of the ""free trial"" trap, so I paid 150$ for a service I never even figured out how to use. I have seen other similar complains too I'm not the only one who has felt cheated. No refunds!",2
"('3',)","Review Text 1348: If you need to talk now and someone isn't available, you are at the mercy of their time frame. Thankfully I was not in a bind but it does leave a bad taste when you cannot talk to someone licensed when you need it most or perceive you do. I cannot for the life of me understand how a service for listeners amd therapists exist when most are unavailable during the weekends and holidays. They ask for payment to provide help and talk to a counselor, so why pay for something over a weekend or holiday if you simply can't. I personally feel bad that they take money when their consumers do not have access to what they paid for or need. So I deeply appreciate knowing that I paid for a service that does not work as initially thought.",3
